,1-4 family residential loans,Allowance for loan losses,AsOfDate,Available-for-sale Fair Value,Commercial and industrial loans,Credit cards,Net Income before,Number of full-time employees,Other real estate loans,Target,Total assets,Total equity capital,Total loans,Total noninterest expense,Total nontransaction deposits,Total transaction deposits
1191482,77038.0,4262.0,,121068.0,12838.0,0.0,2218.0,52.0,209634.0,,460163.0,34113,299758.0,8978.0,337767.0,56707.0
1198605,58035.0,3443.0,,58967.0,41281.0,1560.0,4626.0,117.0,123339.0,,371322.0,32914,229901.0,10790.0,246023.0,91063.0
1198614,18740.0,2372.0,,35272.0,43690.0,0.0,1392.0,78.0,54619.0,,250165.0,21420,175835.0,6286.0,164825.0,57219.0
1198641,,,,,,,,,,,,88297,,,,
1211371,88645.0,2723.0,,56514.0,9225.0,0.0,2395.0,41.0,25871.0,,296968.0,28256,198903.0,3859.0,155236.0,100508.0
1213777,71817.0,17496.0,,14612.0,22674.0,0.0,-13271.0,54.0,158327.0,,337056.0,17950,257360.0,12653.0,247527.0,34330.0
1215726,32036.0,1548.0,,25623.0,6373.0,0.0,-349.0,36.0,38219.0,,129403.0,10947,82250.0,3813.0,61426.0,41010.0
1216059,40408.0,756.0,,27753.0,4529.0,0.0,376.0,32.0,17201.0,,106018.0,9227,67536.0,2837.0,71304.0,19790.0
1216321,83745.0,12380.0,,154259.0,62477.0,0.0,-893.0,212.0,481872.0,,949970.0,106667,638380.0,26909.0,705275.0,130136.0
1216808,9772.0,1359.0,,4689.0,1882.0,0.0,-1064.0,24.0,18031.0,,53477.0,2391,31257.0,2055.0,39503.0,11342.0
1216826,58928.0,4360.0,,35798.0,2112.0,0.0,2283.0,65.0,149154.0,,434351.0,51972,270291.0,8428.0,251504.0,23971.0
1216992,3152.0,1596.0,,0.0,104155.0,0.0,1525.0,35.0,59680.0,,185704.0,19948,167270.0,3783.0,122245.0,33877.0
1218446,2394.0,3917.0,,1417.0,14391.0,13139.0,818.0,47.0,31994.0,,123192.0,17162,100828.0,6663.0,31091.0,71950.0
1222519,87382.0,2696.0,,112268.0,43912.0,1365.0,4929.0,98.0,124378.0,,467381.0,49401,280188.0,6520.0,332453.0,81254.0
1222948,107392.0,4040.0,,2.0,44517.0,0.0,8335.0,154.0,213378.0,,575772.0,51466,398545.0,9969.0,482374.0,35198.0
1225033,32292.0,2948.0,,18733.0,32437.0,0.0,1887.0,28.0,89207.0,,192388.0,27159,161374.0,3133.0,141348.0,21191.0
1225752,31224.0,2727.0,,39127.0,37037.0,562.0,-839.0,39.0,38139.0,,174350.0,14147,111889.0,5370.0,96648.0,55711.0
1225761,7.0,148934.0,,386155.0,0.0,3531476.0,181595.0,306.0,2049.0,,3969945.0,479789,3533533.0,86955.0,231.0,1610.0
1225798,50670.0,1211.0,,0.0,0.0,0.0,1017.0,11.0,11080.0,,63460.0,10093,61681.0,1150.0,33191.0,6809.0
1228034,142682.0,3954.0,,36578.0,41098.0,0.0,4509.0,156.0,64159.0,,537690.0,57222,337906.0,11373.0,324617.0,154639.0
1229198,27098.0,2101.0,,0.0,6402.0,0.0,-3418.0,18.0,21583.0,,74282.0,5324,56215.0,2649.0,43927.0,19877.0
1293078,40361.0,1254.0,,20298.0,10339.0,8.0,1559.0,47.0,19745.0,,111015.0,11032,77775.0,3846.0,46249.0,33296.0
1356115,5477.0,3716.0,,24899.0,26016.0,0.0,-1093.0,45.0,81062.0,,177381.0,6709,115466.0,4878.0,131639.0,31071.0
1356526,75550.0,6371.0,,124480.0,37508.0,0.0,-2226.0,78.0,115097.0,,385836.0,28348,234932.0,10751.0,271823.0,16721.0
1356535,145287.0,13583.0,,48462.0,29351.0,6.0,2185.0,173.0,246538.0,,628994.0,59838,441744.0,14549.0,423925.0,43455.0
1356768,83862.0,22569.0,,132276.0,285932.0,0.0,9148.0,340.0,805804.0,,1496021.0,134275,1207219.0,35785.0,1162375.0,183438.0
1356852,79671.0,7683.0,,106217.0,18371.0,0.0,3288.0,147.0,199450.0,,513904.0,48840,332164.0,14575.0,323199.0,111039.0
1357466,12211.0,1187.0,,16029.0,5874.0,0.0,887.0,33.0,15229.0,,80858.0,8017,39469.0,2050.0,38161.0,33848.0
1362246,123119.0,12653.0,,8580.0,79041.0,252.0,-3234.0,127.0,238256.0,,494952.0,46329,442364.0,13130.0,278429.0,117641.0
1369870,0.0,0.0,,1490.0,0.0,0.0,-128.0,12.0,0.0,,7422.0,7332,0.0,2301.0,0.0,0.0
1377521,1719.0,1966.0,,0.0,10734.0,0.0,2356.0,47.0,28778.0,,86373.0,15598,41709.0,5648.0,45147.0,19899.0
1386251,622335.0,37288.0,,510962.0,678088.0,0.0,33685.0,1487.0,1188007.0,,5196891.0,467410,2829538.0,108104.0,3764011.0,915944.0
1387605,234955.0,8729.0,,77533.0,139610.0,0.0,6943.0,213.0,246727.0,,836896.0,71501,690718.0,19154.0,631548.0,69951.0
1390324,18900.0,507.0,,22332.0,4138.0,0.0,254.0,31.0,16818.0,,82626.0,6663,44642.0,2046.0,44970.0,16889.0
1391778,0.0,385002.0,,125354.0,0.0,4347635.0,242711.0,104.0,0.0,,5103241.0,776543,4347635.0,342753.0,1107700.0,21749.0
1393624,93372.0,10051.0,,45071.0,113571.0,339.0,646.0,177.0,208916.0,,566721.0,59640,422636.0,13884.0,356696.0,109520.0
1394621,120575.0,5176.0,,0.0,37860.0,0.0,3718.0,163.0,211093.0,,623268.0,65724,408960.0,10748.0,455852.0,98988.0
1394676,,,,,,,,,,,,6091295,,,,
1396483,75851.0,3076.0,,24873.0,4103.0,0.0,1183.0,59.0,68542.0,,224781.0,26233,157067.0,5881.0,100430.0,86652.0
1396700,12678.0,2774.0,,25204.0,2733.0,0.0,-504.0,53.0,92175.0,,190650.0,42835,109004.0,5549.0,84839.0,56996.0
1396764,109886.0,17730.0,,402616.0,14516.0,0.0,48550.0,114.0,201934.0,,844035.0,129450,333091.0,12454.0,553149.0,98296.0
1397471,31984.0,2256.0,,7293.0,32834.0,0.0,584.0,72.0,36380.0,,176522.0,17143,108943.0,8266.0,57375.0,100999.0
1398580,22234.0,60009.0,,455789.0,483317.0,0.0,25213.0,377.0,1748414.0,,3013513.0,412493,2259784.0,47787.0,1925807.0,348214.0
1401387,123979.0,3026.0,,158504.0,61641.0,1488.0,3890.0,161.0,289939.0,,778722.0,64939,507472.0,14622.0,459667.0,204644.0
1401686,40003.0,6477.0,,130491.0,57086.0,0.0,642.0,121.0,195554.0,,614803.0,132458,295216.0,14231.0,409047.0,14356.0
1401891,2604.0,273.0,,6588.0,2237.0,0.0,78.0,12.0,7885.0,,32564.0,2737,19748.0,937.0,21463.0,7970.0
1401903,0.0,4021.0,,0.0,0.0,0.0,4491.0,14.0,156630.0,,232795.0,41559,156672.0,2769.0,160762.0,0.0
1402384,12237.0,2453.0,,12894.0,7761.0,0.0,424.0,35.0,45425.0,,115884.0,12182,68918.0,3486.0,81752.0,21303.0
1402610,177585.0,26156.0,,554516.0,78446.0,0.0,7908.0,314.0,489915.0,,1429847.0,120992,765128.0,26904.0,1118443.0,125925.0
1404481,23812.0,2423.0,,29332.0,7526.0,0.0,244.0,40.0,60485.0,,159806.0,18320,99132.0,3124.0,104748.0,35973.0
1404883,23952.0,400.0,,67913.0,11141.0,0.0,431.0,13.0,4179.0,,166549.0,11792,39182.0,2058.0,39652.0,106353.0
1404940,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,,16036.0,15525,15491.0,34.0,500.0,0.0
1406980,39.0,188.0,,0.0,933.0,0.0,854.0,9.0,1736.0,,34090.0,5159,3266.0,618.0,15385.0,12677.0
1407530,21935.0,3766.0,,20983.0,4614.0,0.0,-6121.0,67.0,120995.0,,244259.0,5773,149042.0,9062.0,190420.0,20968.0
1407932,373415.0,59520.0,,316378.0,260603.0,0.0,-4040.0,370.0,794519.0,,2072729.0,281644,1480613.0,44595.0,1373825.0,351646.0
1411032,35106.0,6551.0,,69587.0,52848.0,832.0,66.0,113.0,168291.0,,392373.0,41272,276030.0,10298.0,204661.0,135245.0
1412619,40260.0,5508.0,,95031.0,150888.0,0.0,3219.0,145.0,168541.0,,742461.0,69346,363965.0,15210.0,585098.0,61056.0
1412712,52555.0,14249.0,,24823.0,47280.0,0.0,-1460.0,130.0,254081.0,,642640.0,61257,567149.0,15570.0,439278.0,74070.0
1414819,251693.0,10017.0,,340921.0,37201.0,4669.0,4126.0,78.0,34837.0,,827439.0,70094,335913.0,17017.0,410179.0,342518.0
1416327,46308.0,9729.0,,39277.0,38945.0,0.0,4481.0,156.0,465523.0,,831822.0,110643,553177.0,17286.0,513935.0,203535.0
1418255,1145.0,2050.0,,50.0,942.0,0.0,978.0,25.0,27110.0,,58269.0,8442,46274.0,2369.0,44773.0,1464.0
1421040,54223.0,7639.0,,15243.0,15095.0,0.0,-1054.0,35.0,116711.0,,241539.0,20497,199359.0,4254.0,203110.0,14405.0
1421095,14809.0,17267.0,,35729.0,0.0,0.0,3322.0,20.0,603011.0,,738744.0,91649,617819.0,4538.0,542901.0,0.0
1421161,101118.0,12892.0,,64985.0,123065.0,0.0,-3852.0,162.0,212190.0,,675679.0,74076,458015.0,17189.0,426515.0,77213.0
1427770,1963.0,72.0,,4923.0,1024.0,0.0,67.0,6.0,1598.0,,23043.0,2039,6134.0,551.0,9400.0,11458.0
1429028,5094.0,264.0,,16445.0,3396.0,0.0,235.0,20.0,5302.0,,42125.0,4913,19697.0,1221.0,21362.0,15740.0
1434826,88914.0,7517.0,,84931.0,51339.0,0.0,1669.0,95.0,143363.0,,435738.0,41507,293409.0,9373.0,301679.0,38751.0
1435092,5023.0,652.0,,55130.0,5108.0,0.0,937.0,25.0,10197.0,,93228.0,13165,25462.0,1888.0,41086.0,38761.0
1436071,31277.0,2895.0,,79614.0,6126.0,0.0,2872.0,69.0,32082.0,,195039.0,35581,90548.0,5222.0,68458.0,64245.0
1436204,208508.0,13224.0,,159478.0,120929.0,0.0,12505.0,227.0,624836.0,,1362690.0,129128,984257.0,27990.0,1078831.0,101621.0
1436473,75276.0,4167.0,,891.0,13503.0,0.0,1629.0,70.0,156952.0,,315708.0,24100,249459.0,8548.0,187569.0,46461.0
1438589,28255.0,13821.0,,94614.0,405438.0,0.0,28216.0,251.0,1079046.0,,3016037.0,548874,1557958.0,46036.0,1722478.0,126134.0
1439054,823.0,352.0,,17015.0,18382.0,41.0,169.0,7.0,6769.0,,53182.0,8229,25618.0,1071.0,38061.0,6676.0
1439456,48013.0,4497.0,,13878.0,8068.0,0.0,-3566.0,56.0,130558.0,,282628.0,30626,190099.0,5834.0,190914.0,48426.0
1440117,75290.0,5713.0,,129206.0,18462.0,976.0,822.0,79.0,117484.0,,473123.0,42520,231318.0,7284.0,329024.0,91463.0
1441600,53816.0,8884.0,,105070.0,16003.0,0.0,2656.0,84.0,153314.0,,383807.0,68285,234483.0,6725.0,189092.0,24888.0
1442661,42524.0,1863.0,,0.0,18594.0,0.0,792.0,54.0,80148.0,,181004.0,21566,144290.0,4342.0,106323.0,50848.0
1443266,14667287.0,330000.0,,0.0,0.0,0.0,238198.0,0.0,0.0,,15043628.0,1896215,14667287.0,45363.0,6730000.0,0.0
1444021,,,,,,,,,,,,11495077,,,,
1444580,30494.0,4297.0,,51682.0,14709.0,0.0,-763.0,44.0,111571.0,,240259.0,29461,160488.0,10161.0,140711.0,54879.0
1445121,4420.0,4482.0,,16474.0,5646.0,0.0,-471.0,60.0,144609.0,,240111.0,27817,155197.0,7638.0,124080.0,86527.0
1445943,225041.0,18833.0,,517804.0,56499.0,2194.0,6289.0,402.0,525877.0,,1496616.0,158881,868212.0,37118.0,1123757.0,100456.0
1447639,48378.0,8725.0,,215851.0,171172.0,0.0,17714.0,203.0,325269.0,,972004.0,82955,602430.0,17110.0,814914.0,70625.0
1456501,2000.0,3000.0,,25627000.0,6107000.0,0.0,367000.0,219.0,259000.0,,66793000.0,8632000,14418000.0,139000.0,53553000.0,1057000.0
1457003,57274.0,26975.0,,300618.0,133963.0,0.0,-10852.0,457.0,629507.0,,1300255.0,123129,874686.0,39918.0,1044666.0,117610.0
1458608,238457.0,11835.0,,130839.0,106516.0,1768.0,5799.0,316.0,269087.0,,880351.0,75465,639510.0,36441.0,410287.0,325304.0
1459034,228384.0,17941.0,,294388.0,197203.0,6257.0,12004.0,349.0,656341.0,,1623286.0,186314,1126118.0,31381.0,1172863.0,197089.0
1459575,0.0,0.0,,3051.0,0.0,0.0,-417.0,117.0,0.0,,14415.0,9080,0.0,16733.0,0.0,0.0
1459717,333982.0,7148.0,,92809.0,4554.0,0.0,4027.0,114.0,89715.0,,628014.0,55323,440547.0,10868.0,449717.0,106581.0
1459735,61817.0,6234.0,,11076.0,8926.0,262.0,-632.0,94.0,218580.0,,349317.0,35086,290456.0,9210.0,213912.0,91782.0
1459799,25228.0,1661.0,,8072.0,2448.0,0.0,96.0,26.0,17026.0,,68668.0,10515,50255.0,2302.0,36219.0,21570.0
1462986,198.0,585.0,,10021.0,511.0,0.0,368.0,13.0,28366.0,,51997.0,8270,29094.0,1065.0,38799.0,4777.0
1464122,,,,,,,,,,,,1968130,,,,
1466489,202664.0,13613.0,,70130.0,57299.0,0.0,2037.0,98.0,301725.0,,728660.0,66854,598465.0,11765.0,595420.0,35128.0
1469677,98129.0,4418.0,,37069.0,27900.0,0.0,2827.0,79.0,164759.0,,380682.0,38675,301296.0,7548.0,250559.0,72544.0
1470150,22534.0,815.0,,10803.0,14768.0,14.0,891.0,16.0,20417.0,,84129.0,10674,68676.0,1752.0,53208.0,16364.0
1471577,25503.0,5439.0,,18553.0,33054.0,0.0,3173.0,93.0,256659.0,,411414.0,52791,318328.0,11394.0,318616.0,39111.0
1474309,10693.0,583.0,,27275.0,6960.0,0.0,-1174.0,26.0,18096.0,,84602.0,7526,39234.0,2648.0,60950.0,15598.0
1478222,133191.0,43698.0,,11495.0,92184.0,0.0,-19238.0,281.0,463068.0,,822543.0,18611,693306.0,32930.0,728718.0,63231.0
1478231,15828.0,1329.0,,1259.0,15374.0,0.0,571.0,27.0,79173.0,,126673.0,11053,110660.0,2635.0,87591.0,23909.0
1479470,88392.0,4224.0,,69603.0,31732.0,0.0,2294.0,86.0,80907.0,,311873.0,24793,203568.0,6440.0,240832.0,18300.0
1479676,21839.0,4099.0,,9847.0,41218.0,0.0,132.0,45.0,87476.0,,212780.0,24902,181375.0,5464.0,159442.0,27401.0
1480207,0.0,0.0,,2125.0,0.0,0.0,17.0,77.0,0.0,,2826.0,1784,0.0,12124.0,0.0,0.0
1481745,8957.0,4079.0,,30100.0,9608.0,0.0,487.0,36.0,103012.0,,182720.0,14014,123019.0,4143.0,125010.0,42554.0
1481754,4444.0,3076.0,,25156.0,4319.0,0.0,129.0,25.0,88500.0,,148852.0,11896,98033.0,3126.0,109176.0,26883.0
1484595,215632.0,27228.0,,256530.0,120237.0,0.0,-408.0,197.0,558350.0,,1354653.0,179851,913359.0,24361.0,905229.0,207114.0
1492817,4012.0,522.0,,72957.0,3515.0,0.0,584.0,19.0,4767.0,,98346.0,8794,20731.0,1405.0,44257.0,35370.0
1494240,,,,,,,,,,,,3686544,,,,
1494482,17584.0,586.0,,0.0,7865.0,0.0,438.0,6.0,12863.0,,55238.0,4031,40112.0,1118.0,27100.0,24000.0
1494914,85285.0,38211.0,,132481.0,161272.0,1144.0,5060.0,216.0,515081.0,,978243.0,99094,766654.0,25742.0,655512.0,212027.0
1496150,0.0,0.0,,0.0,0.0,0.0,528.0,37.0,0.0,,6884.0,6230,0.0,5846.0,0.0,0.0
1516423,45517.0,16405.0,,4107.0,7983.0,0.0,-1890.0,39.0,227615.0,,359390.0,16077,281139.0,6694.0,280119.0,7075.0
1629903,0.0,0.0,,1004.0,0.0,0.0,782.0,162.0,0.0,,21023.0,17265,0.0,30052.0,0.0,0.0
1718188,49357.0,16093.0,,211819.0,140949.0,0.0,9258.0,266.0,424187.0,,1060514.0,130023,633032.0,26648.0,784588.0,116001.0
1820979,0.0,0.0,,3903.0,0.0,0.0,1107.0,18.0,0.0,,4343.0,3654,0.0,2696.0,0.0,0.0
1826382,10725.0,3233.0,,871.0,979.0,0.0,2360.0,22.0,1366.0,,69570.0,12746,63081.0,1481.0,53952.0,303.0
1830035,,,,,,,,,,,,25993209,,,,
1836701,42162.0,2446.0,,2647.0,33791.0,0.0,-130.0,31.0,45637.0,,180292.0,17406,141344.0,3763.0,146676.0,12641.0
1842065,831221.0,216731.0,,1872587.0,3234631.0,0.0,51985.0,1055.0,4490778.0,,11989640.0,1338278,8970200.0,191091.0,9583759.0,692353.0
1852569,80965.0,2728.0,,0.0,26336.0,707.0,719.0,152.0,61773.0,,287413.0,36605,198411.0,11295.0,111819.0,133921.0
1861927,74299.0,14884.0,,93461.0,68733.0,0.0,1360.0,195.0,304372.0,,666478.0,71019,462878.0,15268.0,525399.0,44533.0
1862719,111437.0,12227.0,,146686.0,84053.0,1655.0,-1067.0,232.0,264395.0,,814648.0,54297,527950.0,27042.0,542949.0,120407.0
1863097,101359.0,5594.0,,103832.0,23426.0,583.0,1941.0,96.0,64232.0,,380049.0,35506,209157.0,12239.0,280923.0,22437.0
1864197,30925.0,8857.0,,86800.0,31878.0,0.0,4458.0,127.0,318511.0,,583929.0,69489,390329.0,12562.0,463365.0,42204.0
1864601,6959.0,7154.0,,0.0,16151.0,0.0,1099.0,60.0,274583.0,,388986.0,62750,299317.0,8184.0,284689.0,30888.0
1865680,12008.0,22259.0,,20164.0,76253.0,0.0,2309.0,129.0,310494.0,,562945.0,77589,402527.0,16741.0,439633.0,38194.0
1867983,133975.0,19537.0,,823302.0,7595.0,5750.0,9398.0,168.0,212656.0,,1303860.0,104592,361882.0,14389.0,1010573.0,135459.0
1872941,34292.0,1960.0,,50738.0,17361.0,0.0,481.0,53.0,51531.0,,205029.0,19402,132670.0,4749.0,116450.0,54034.0
1872996,69981.0,6069.0,,35901.0,30072.0,1153.0,1975.0,76.0,161651.0,,335991.0,40956,264609.0,7113.0,247305.0,18395.0
1877665,10335.0,1505.0,,9110.0,6891.0,0.0,-470.0,37.0,30781.0,,108298.0,8706,51873.0,3356.0,41009.0,58095.0
1879016,13150.0,1150.0,,10596.0,6345.0,0.0,906.0,26.0,24933.0,,80812.0,11633,45229.0,2160.0,47650.0,14884.0
1885932,14340.0,19740.0,,18652.0,41152.0,0.0,9660.0,455.0,21234.0,,605503.0,69285,501488.0,36360.0,500225.0,22665.0
1890525,185362.0,16447.0,,87986.0,21753.0,0.0,2011.0,168.0,403017.0,,820012.0,76080,611569.0,17818.0,631367.0,26402.0
1892154,18865.0,803.0,,26223.0,8809.0,0.0,1131.0,29.0,53423.0,,127126.0,17076,82275.0,2739.0,73195.0,31802.0
1897168,10297.0,698.0,,16791.0,3004.0,322.0,480.0,30.0,21468.0,,66726.0,6258,36418.0,2585.0,46459.0,10898.0
1897270,30389.0,5425.0,,32739.0,14761.0,0.0,505.0,81.0,156891.0,,289968.0,27943,203497.0,6876.0,228641.0,19870.0
1898419,28801.0,967.0,,16236.0,4233.0,0.0,669.0,30.0,27160.0,,106550.0,12466,66089.0,2800.0,72887.0,20750.0
1900675,13685.0,2167.0,,19678.0,2280.0,0.0,231.0,15.0,22179.0,,72493.0,7178,39914.0,1596.0,33219.0,31909.0
1904020,0.0,0.0,,5873.0,0.0,0.0,274.0,15.0,0.0,,9577.0,7579,0.0,2157.0,0.0,0.0
1908082,449293.0,24177.0,,342989.0,133153.0,1913.0,6248.0,392.0,940838.0,,2196410.0,191223,1547707.0,41393.0,1624394.0,212140.0
1914421,13310.0,3601.0,,0.0,6911.0,0.0,496.0,39.0,61280.0,,115302.0,15397,83237.0,4076.0,70948.0,28789.0
1917301,218201.0,18168.0,,208800.0,1246164.0,0.0,24442.0,373.0,409122.0,,2544217.0,207018,1959918.0,40056.0,1229293.0,299358.0
1918344,23660.0,24055.0,,164765.0,237617.0,143.0,8467.0,126.0,617818.0,,1260873.0,154546,897342.0,18255.0,984471.0,89804.0
1929247,242424.0,22395.0,,531827.0,108924.0,0.0,819.0,592.0,460544.0,,1923351.0,179216,1036850.0,71954.0,1516895.0,134369.0
1933927,137161.0,4345.0,,73252.0,61968.0,0.0,3196.0,87.0,116259.0,,433424.0,38250,318447.0,9098.0,342985.0,19151.0
1940747,80489.0,2839.0,,0.0,1818.0,0.0,703.0,47.0,24068.0,,177915.0,24761,107659.0,4069.0,34232.0,116283.0
1945247,10270.0,799.0,,1344.0,4778.0,136.0,-740.0,29.0,24562.0,,78014.0,5482,41568.0,3725.0,53776.0,18393.0
1962888,0.0,0.0,,0.0,0.0,0.0,309.0,28.0,0.0,,12012.0,11091,0.0,3721.0,0.0,0.0
1972298,23441.0,2309.0,,42713.0,4995.0,0.0,771.0,56.0,57713.0,,162761.0,15931,90573.0,4251.0,97603.0,42511.0
1973129,58698.0,8759.0,,23979.0,64771.0,448.0,-6055.0,92.0,155976.0,,387392.0,20726,305683.0,11469.0,327587.0,34633.0
1977248,0.0,0.0,,500820.0,0.0,0.0,7649.0,152.0,0.0,,535640.0,48373,0.0,19455.0,479943.0,0.0
1996762,3059.0,376.0,,0.0,3052.0,0.0,312.0,8.0,4330.0,,25079.0,2185,14429.0,832.0,10574.0,12271.0
2002222,27573.0,2584.0,,20992.0,22511.0,0.0,1318.0,44.0,50918.0,,168538.0,18757,124735.0,3246.0,109486.0,37728.0
2006024,48003.0,3996.0,,38405.0,13239.0,0.0,3529.0,44.0,110491.0,,250730.0,29575,173292.0,3695.0,187639.0,27425.0
2007991,55594.0,2717.0,,88342.0,15441.0,0.0,1727.0,42.0,76530.0,,279327.0,25133,161001.0,3179.0,209430.0,34026.0
2009605,114497.0,11597.0,,231421.0,87746.0,0.0,8920.0,191.0,240415.0,,824430.0,78039,543728.0,15249.0,594045.0,67394.0
2010722,23347.0,8881.0,,19465.0,42336.0,0.0,-4273.0,61.0,101857.0,,220424.0,10056,173890.0,6850.0,132494.0,60573.0
2017570,253.0,60993.0,,315145.0,6343966.0,0.0,220580.0,63.0,1003877.0,,10541725.0,1922929,7382661.0,111019.0,7475256.0,465.0
2037185,30074.0,6143.0,,34301.0,5423.0,0.0,-3415.0,48.0,100264.0,,228709.0,22510,138457.0,4239.0,123765.0,52666.0
2044811,64578.0,11173.0,,47637.0,134887.0,50.0,2653.0,77.0,236576.0,,708653.0,79310,493478.0,12405.0,440265.0,160133.0
2044820,42817.0,2197.0,,72273.0,12303.0,31.0,226.0,30.0,29704.0,,163069.0,13291,85626.0,3299.0,111505.0,35537.0
2047504,242644.0,1915.0,,190716.0,104992.0,3935.0,-24748.0,426.0,707838.0,,1876830.0,396242,1070892.0,47126.0,1331705.0,92212.0
2051127,17257.0,4732.0,,32159.0,56127.0,0.0,4176.0,25.0,127134.0,,244955.0,28434,201686.0,2939.0,188212.0,20521.0
2059758,53415.0,3527.0,,8731.0,9605.0,0.0,-989.0,41.0,58201.0,,154409.0,13502,126628.0,4076.0,72832.0,60601.0
2068107,9593.0,2020.0,,0.0,9752.0,0.0,507.0,40.0,55403.0,,111806.0,14979,75462.0,3304.0,66782.0,29040.0
2078290,369123.0,58749.0,,992523.0,643330.0,3417.0,34361.0,1240.0,1552036.0,,4759273.0,669713,2780788.0,154692.0,3354855.0,521906.0
2085177,82848.0,7031.0,,160787.0,81149.0,0.0,5268.0,188.0,211926.0,,621675.0,57147,383515.0,15842.0,425810.0,37738.0
2087845,18969.0,862.0,,70863.0,3224.0,0.0,401.0,42.0,27826.0,,140155.0,16716,52064.0,3787.0,53045.0,64264.0
2107341,10910.0,2743.0,,12174.0,4768.0,0.0,-1656.0,39.0,45810.0,,96642.0,4929,63773.0,4257.0,63592.0,20798.0
2108348,18653.0,2540.0,,28509.0,5726.0,0.0,533.0,29.0,82815.0,,164210.0,23977,108514.0,3666.0,97664.0,39917.0
2110640,49819.0,8650.0,,35888.0,31766.0,2548.0,-2699.0,185.0,159121.0,,453966.0,54191,249859.0,14567.0,325000.0,46149.0
2111553,77172.0,3003.0,,53034.0,10753.0,828.0,403.0,68.0,77576.0,,249787.0,22713,171789.0,5985.0,155669.0,43777.0
2114282,309297.0,35437.0,,246214.0,68796.0,0.0,-22375.0,354.0,325991.0,,1092272.0,161210,714342.0,55777.0,721762.0,96684.0
2119773,135987.0,13039.0,,88368.0,317958.0,0.0,1204.0,180.0,398217.0,,1509404.0,193597,1078420.0,21951.0,965688.0,175889.0
2121196,9389.0,1395.0,,8559638.0,1030.0,0.0,-223.0,8.0,1040.0,,13403579.0,1367791,1443598.0,206384.0,11422702.0,1667.0
2122997,0.0,0.0,,0.0,0.0,0.0,9074.0,177.0,0.0,,28705.0,26100,0.0,15257.0,500.0,0.0
2123930,17315.0,413.0,,19812.0,4727.0,0.0,515.0,20.0,9328.0,,64242.0,5863,34716.0,1763.0,39549.0,17003.0
2129008,0.0,0.0,,1401877.0,0.0,0.0,12144.0,504.0,0.0,,2151627.0,1542103,0.0,67.0,504.0,0.0
2132594,25587.0,3642.0,,149946.0,56219.0,0.0,1703.0,77.0,95190.0,,396302.0,29123,179461.0,6645.0,265978.0,94171.0
2132941,,,,,,,,,,,,97882,,,,
2140348,60342.0,2508.0,,5266.0,19175.0,0.0,-4812.0,26.0,18112.0,,140959.0,7636,105731.0,4360.0,105529.0,17401.0
2142016,0.0,0.0,,0.0,0.0,27014.0,10195.0,91.0,0.0,,117200.0,55776,27014.0,224105.0,37034.0,0.0
2142155,83168.0,8641.0,,332828.0,134659.0,10660.0,6754.0,197.0,233658.0,,1065628.0,91750,518230.0,19763.0,453760.0,192846.0
2145389,4757.0,1136.0,,8018.0,4924.0,0.0,-1502.0,19.0,28145.0,,59650.0,6108,40604.0,2076.0,36328.0,16000.0
2146023,43268.0,2725.0,,117906.0,32423.0,0.0,1863.0,57.0,66462.0,,285741.0,35739,146298.0,5766.0,216034.0,18971.0
2163477,0.0,0.0,,0.0,0.0,0.0,933.0,67.0,0.0,,12515.0,8985,0.0,11996.0,0.0,0.0
2164111,6324.0,1488.0,,11195.0,7220.0,0.0,56.0,18.0,26352.0,,61264.0,8932,42604.0,1431.0,38667.0,11246.0
2171100,84663.0,43946.0,,33332.0,24697.0,0.0,-23802.0,183.0,571066.0,,820415.0,14186,682366.0,20912.0,692860.0,58660.0
2182786,,,,,,,,,,,,18977000,,,,
2197098,285180.0,63394.0,,510553.0,268577.0,0.0,6308.0,405.0,1111726.0,,2852967.0,320193,1763750.0,54191.0,2206090.0,260449.0
2209553,70836.0,21049.0,,312125.0,305334.0,0.0,10804.0,190.0,401240.0,,1249661.0,193163,789378.0,27069.0,839832.0,191290.0
2216663,0.0,0.0,,3079.0,0.0,0.0,936.0,76.0,0.0,,11414.0,9054,0.0,9761.0,0.0,0.0
2232757,42443.0,1343.0,,13506.0,5439.0,512.0,1002.0,35.0,51133.0,,154997.0,13327,103282.0,3780.0,85075.0,55886.0
2233875,69389.0,1020.0,,14.0,1072.0,0.0,568.0,26.0,4713.0,,101645.0,14836,72605.0,2720.0,25289.0,60901.0
2236821,249330.0,11158.0,,95235.0,19072.0,612.0,-15524.0,135.0,189384.0,,628127.0,56405,459943.0,24079.0,486788.0,24179.0
2239288,180037.0,17065.0,,146711.0,429881.0,0.0,4278.0,320.0,402934.0,,1694205.0,128413,1204725.0,47415.0,1110717.0,307334.0
2239372,0.0,0.0,,2050.0,0.0,0.0,353.0,0.0,0.0,,54600.0,54592,0.0,243.0,0.0,0.0
2243977,22008.0,5010.0,,37758.0,6024.0,2.0,-1043.0,80.0,197177.0,,297582.0,12730,228210.0,6953.0,245357.0,32794.0
2253725,68781.0,6773.0,,41791.0,27546.0,0.0,-1591.0,83.0,101136.0,,326650.0,20275,210807.0,9427.0,187121.0,104747.0
2253891,,,,,,,,,,,,7966319,,,,
