,1-4 family residential loans,Allowance for loan losses,AsOfDate,Available-for-sale Fair Value,Commercial and industrial loans,Credit cards,Net Income before,Number of full-time employees,Other real estate loans,Target,Total assets,Total equity capital,Total loans,Total noninterest expense,Total nontransaction deposits,Total transaction deposits
180144,11230.0,494.0,,2669.0,2507.0,0.0,822.0,11.0,5746.0,,67350.0,8232,31845.0,1117.0,47049.0,11701.0
180443,3908.0,566.0,,23042.0,4441.0,0.0,490.0,15.0,12410.0,,62089.0,5912,32977.0,1207.0,37421.0,14161.0
180537,13086.0,1817.0,,10283.0,8930.0,0.0,987.0,31.0,19857.0,,92390.0,12287,57928.0,2116.0,63975.0,15305.0
180845,11307.0,418.0,,40270.0,1451.0,281.0,975.0,21.0,15278.0,,86800.0,11608,37829.0,1494.0,40580.0,21506.0
181347,39685.0,4380.0,,68027.0,74819.0,0.0,1069.0,88.0,99469.0,,327949.0,34513,227025.0,6583.0,209508.0,47289.0
181459,45911.0,2965.0,,57220.0,25366.0,0.0,2794.0,127.0,98821.0,,423810.0,33446,313812.0,10200.0,368466.0,7291.0
181758,10320.0,157.0,,25890.0,4884.0,411.0,513.0,35.0,12515.0,,69857.0,6507,32917.0,1880.0,25311.0,36268.0
181963,25233.0,1007.0,,116621.0,8670.0,1518.0,1342.0,48.0,19012.0,,188898.0,19251,59870.0,4833.0,95275.0,71002.0
182353,4795.0,281.0,,14739.0,2178.0,0.0,233.0,8.0,8869.0,,38427.0,3563,22940.0,673.0,25206.0,7912.0
182652,2892.0,30.0,,0.0,203.0,0.0,110.0,7.0,2061.0,,10102.0,1206,7214.0,356.0,6095.0,2768.0
182951,40422.0,2070.0,,54738.0,13808.0,0.0,2122.0,74.0,56031.0,,219717.0,22003,136582.0,5835.0,107112.0,88678.0
183051,4151.0,251.0,,12023.0,1361.0,0.0,498.0,13.0,5294.0,,38856.0,4576,14434.0,878.0,18159.0,16104.0
183154,1584.0,258.0,,17375.0,3587.0,0.0,5.0,19.0,6583.0,,40369.0,5698,17824.0,1275.0,26263.0,8233.0
183668,5232.0,6770.0,,46856.0,15564.0,0.0,8558.0,80.0,335981.0,,446743.0,53389,358287.0,7932.0,360534.0,31285.0
183770,124253.0,2451.0,,101527.0,14863.0,0.0,1138.0,90.0,94494.0,,379366.0,30457,246670.0,7845.0,290516.0,42618.0
183846,50800.0,1798.0,,83900.0,6801.0,0.0,1669.0,70.0,67745.0,,245445.0,39159,132963.0,5593.0,137990.0,57502.0
183958,13176.0,1718.0,,76369.0,6683.0,478.0,1979.0,49.0,23528.0,,171390.0,26733,79373.0,3495.0,95601.0,47252.0
184142,58915.0,4642.0,,83976.0,18181.0,0.0,1657.0,108.0,103223.0,,299181.0,30180,187138.0,6978.0,165002.0,102436.0
184245,34848.0,1282.0,,93173.0,14830.0,0.0,676.0,69.0,62827.0,,241671.0,22747,127625.0,6693.0,170532.0,17503.0
184656,6970.0,358.0,,109671.0,4599.0,0.0,1680.0,30.0,8464.0,,188720.0,22160,25809.0,2303.0,90441.0,34970.0
184759,402.0,86.0,,389.0,1206.0,0.0,394.0,12.0,2412.0,,38124.0,6052,13405.0,778.0,21544.0,10462.0
185037,33551.0,8068.0,,5691.0,11015.0,1234.0,-19373.0,160.0,187004.0,,383132.0,2453,247663.0,24139.0,318530.0,29191.0
185251,1417.0,242.0,,9285.0,1268.0,0.0,156.0,21.0,558.0,,17346.0,2459,4959.0,596.0,6562.0,8153.0
185448,10195.0,1632.0,,1004.0,14382.0,0.0,1806.0,16.0,29251.0,,83503.0,16778,61282.0,1461.0,41829.0,20551.0
185457,1462.0,124.0,,12120.0,360.0,0.0,239.0,6.0,5241.0,,24829.0,2518,10478.0,474.0,15020.0,7236.0
185859,75919.0,12660.0,,117924.0,32537.0,0.0,6490.0,112.0,106720.0,,508840.0,72896,217032.0,7956.0,350236.0,16434.0
186221,133535.0,9752.0,,208410.0,34585.0,0.0,2454.0,299.0,326808.0,,848275.0,80085,534203.0,21839.0,598376.0,92429.0
186548,21819.0,986.0,,15672.0,7812.0,74.0,444.0,24.0,31626.0,,86507.0,7587,65058.0,2078.0,58782.0,16669.0
186717,189362.0,3805.0,,296997.0,25325.0,0.0,5271.0,141.0,141837.0,,696324.0,102269,362694.0,12175.0,558749.0,27112.0
186744,94786.0,8481.0,,374242.0,122531.0,0.0,13214.0,180.0,160804.0,,994390.0,116985,516100.0,13693.0,642197.0,98402.0
186838,62381.0,2761.0,,57908.0,35501.0,660.0,-1175.0,96.0,86459.0,,324738.0,30303,225897.0,7768.0,190228.0,92365.0
186856,6293.0,450.0,,4038.0,2685.0,0.0,452.0,19.0,11688.0,,56413.0,4540,30322.0,1800.0,30219.0,21121.0
187358,1297.0,125.0,,2859.0,884.0,0.0,94.0,7.0,2005.0,,19816.0,1814,8132.0,388.0,10604.0,7371.0
187451,1109.0,564.0,,19417.0,5870.0,0.0,599.0,24.0,12631.0,,68236.0,7644,39421.0,1634.0,47273.0,12898.0
187648,4556.0,195.0,,1937.0,606.0,0.0,217.0,6.0,511.0,,14444.0,1591,10896.0,361.0,11362.0,1453.0
187899,162969.0,1084.0,,0.0,13594.0,0.0,734.0,125.0,97531.0,,316538.0,26101,280906.0,11863.0,211548.0,66341.0
187947,90659.0,10205.0,,271679.0,91326.0,313.0,7209.0,214.0,293288.0,,1077102.0,92432,637261.0,18134.0,605676.0,300346.0
188056,32116.0,2308.0,,21199.0,22218.0,0.0,2756.0,45.0,30346.0,,249732.0,28998,111076.0,2923.0,157445.0,54643.0
188430,161122.0,14699.0,,118827.0,21799.0,0.0,-16636.0,245.0,303290.0,,751156.0,31250,487571.0,32645.0,574864.0,99125.0
188449,3485.0,310.0,,0.0,12108.0,0.0,910.0,20.0,10453.0,,86499.0,10857,39221.0,1904.0,43804.0,30933.0
188720,56423.0,771.0,,36720.0,11046.0,0.0,1392.0,66.0,19831.0,,187761.0,23015,110425.0,4108.0,100714.0,58782.0
188739,17305.0,391.0,,2312.0,12625.0,0.0,801.0,18.0,160.0,,52022.0,4971,39132.0,1467.0,29943.0,16902.0
188757,1413.0,127.0,,6293.0,580.0,0.0,58.0,5.0,1926.0,,15571.0,2036,4658.0,357.0,7155.0,6346.0
188917,39606.0,683.0,,91446.0,792.0,0.0,92.0,53.0,9500.0,,162288.0,13780,50157.0,3549.0,135262.0,11893.0
188926,32878.0,737.0,,6566.0,9905.0,276.0,437.0,39.0,19431.0,,86900.0,7945,69383.0,2060.0,56387.0,16731.0
189044,210146.0,5544.0,,200646.0,45872.0,2548.0,1065.0,214.0,240222.0,,800265.0,71180,530901.0,22275.0,577298.0,57572.0
189129,133417.0,4116.0,,85200.0,37909.0,0.0,3044.0,144.0,132390.0,,457706.0,48377,315750.0,9642.0,325863.0,30078.0
189352,13520.0,22815.0,,149643.0,87805.0,0.0,7041.0,224.0,658863.0,,1111510.0,131007,762917.0,23925.0,857670.0,85474.0
189549,26788.0,1320.0,,7075.0,11031.0,118.0,621.0,27.0,44842.0,,119276.0,12757,89106.0,2088.0,79341.0,18926.0
189745,139214.0,24126.0,,311150.0,60067.0,0.0,3832.0,220.0,580875.0,,1325207.0,157004,797770.0,21481.0,972857.0,143404.0
189820,25251.0,753.0,,53449.0,3438.0,146.0,1681.0,47.0,22582.0,,231523.0,41348,63254.0,3534.0,136779.0,51986.0
189950,0.0,690.0,,9963.0,16844.0,0.0,860.0,12.0,4889.0,,89161.0,8735,59128.0,1257.0,67505.0,12127.0
190246,4945.0,183.0,,2055.0,2463.0,0.0,83.0,8.0,4749.0,,27357.0,4614,16061.0,688.0,14176.0,5106.0
190451,59337.0,2827.0,,92522.0,12161.0,0.0,1800.0,68.0,66752.0,,263083.0,27596,159383.0,4965.0,176986.0,56618.0
190554,14140.0,2990.0,,36505.0,11246.0,0.0,1059.0,32.0,77710.0,,172647.0,15833,105261.0,2713.0,111482.0,44970.0
190563,9448.0,335.0,,31751.0,8351.0,0.0,1010.0,24.0,16356.0,,131277.0,13401,42066.0,1911.0,75975.0,41647.0
190639,9654.0,13060.0,,7724.0,0.0,0.0,-1988.0,44.0,125487.0,,258777.0,20301,172289.0,10346.0,62561.0,130809.0
190648,7626.0,2011.0,,47241.0,23006.0,0.0,1366.0,42.0,34016.0,,158739.0,15013,92927.0,3262.0,132700.0,10419.0
190947,10418.0,851.0,,39024.0,9513.0,0.0,287.0,23.0,17871.0,,98595.0,8165,50990.0,1774.0,63880.0,20497.0
190956,5078.0,929.0,,41891.0,1498.0,0.0,954.0,13.0,16292.0,,117826.0,18406,52638.0,1402.0,78883.0,19610.0
191355,19376.0,2325.0,,87934.0,9607.0,0.0,2801.0,53.0,55535.0,,204878.0,27215,93527.0,3427.0,117683.0,57507.0
191449,9346.0,133.0,,23022.0,1539.0,0.0,155.0,8.0,2800.0,,43447.0,5279,16628.0,803.0,25188.0,12684.0
191935,213366.0,13802.0,,265034.0,16283.0,0.0,-3558.0,177.0,209608.0,,786525.0,65864,443983.0,16484.0,288059.0,222296.0
192147,79712.0,4026.0,,68521.0,22535.0,2007.0,3834.0,111.0,94790.0,,361189.0,38282,226086.0,6339.0,292552.0,24874.0
192156,17747.0,5864.0,,3384.0,39623.0,0.0,-1741.0,101.0,179112.0,,302528.0,25346,262477.0,8959.0,152205.0,103704.0
192558,25615.0,1839.0,,131538.0,11526.0,0.0,2158.0,85.0,32667.0,,251262.0,23852,101154.0,5864.0,164033.0,59000.0
192651,2505.0,165.0,,1180.0,1550.0,0.0,271.0,6.0,8455.0,,26207.0,2939,19064.0,501.0,15762.0,7489.0
192857,4136.0,971.0,,62288.0,10187.0,326.0,1504.0,28.0,34522.0,,137130.0,15779,57297.0,2535.0,76624.0,31311.0
193162,6538.0,522.0,,0.0,5957.0,0.0,405.0,21.0,4465.0,,47448.0,4635,23613.0,1455.0,27287.0,15400.0
193247,20370.0,406.0,,318.0,4027.0,0.0,-49.0,30.0,16212.0,,53966.0,7190,42202.0,2622.0,32970.0,10390.0
193537,25802.0,1398.0,,30754.0,3462.0,0.0,1030.0,27.0,22286.0,,112418.0,18395,68616.0,2064.0,72062.0,21138.0
193649,22596.0,1972.0,,70109.0,15194.0,0.0,2153.0,37.0,29078.0,,206903.0,25884,100583.0,2730.0,109504.0,70769.0
193809,527919.0,6661.0,,225654.0,13671.0,0.0,3784.0,188.0,197305.0,,1074739.0,105301,741224.0,19167.0,840692.0,88716.0
194253,2981.0,894.0,,41549.0,10769.0,0.0,670.0,26.0,10782.0,,94682.0,8628,41364.0,1900.0,37289.0,35093.0
194440,23196.0,871.0,,17787.0,14637.0,0.0,1050.0,29.0,28668.0,,108340.0,10460,76011.0,1969.0,49202.0,41604.0
194936,87086.0,4000.0,,12240.0,9777.0,0.0,1937.0,31.0,74610.0,,196746.0,30958,176220.0,3308.0,133239.0,28425.0
195111,79757.0,3903.0,,103685.0,39438.0,0.0,2165.0,141.0,150334.0,,554797.0,51876,378826.0,14211.0,454933.0,11477.0
195157,3360.0,395.0,,29439.0,3029.0,0.0,546.0,16.0,10423.0,,51926.0,6143,18753.0,1016.0,29282.0,16398.0
195456,13238.0,1246.0,,581.0,1822.0,0.0,737.0,38.0,32032.0,,77431.0,7495,52899.0,2330.0,38409.0,25148.0
196257,2537.0,233.0,,0.0,1800.0,0.0,218.0,4.0,7344.0,,21494.0,1630,12599.0,296.0,11370.0,4320.0
196743,49543.0,5663.0,,22428.0,68386.0,135.0,-337.0,49.0,74756.0,,238415.0,19830,193848.0,5553.0,166535.0,37984.0
196752,100.0,55.0,,0.0,276.0,0.0,60.0,6.0,536.0,,4132.0,510,1357.0,596.0,2038.0,1579.0
196800,267251.0,3310.0,,54775.0,59511.0,0.0,3276.0,95.0,73712.0,,536120.0,64248,402694.0,11228.0,275749.0,167501.0
197142,58633.0,1435.0,,41026.0,7138.0,0.0,2302.0,41.0,57282.0,,251653.0,31204,130729.0,3644.0,128953.0,50964.0
197254,0.0,355.0,,0.0,1309.0,0.0,192.0,6.0,4218.0,,29261.0,5142,16625.0,514.0,17350.0,6304.0
197302,79473.0,4263.0,,103108.0,20466.0,0.0,562.0,83.0,78919.0,,439419.0,45275,179257.0,9107.0,307271.0,62820.0
197478,,,,,,,,,,,,2372960,,,,
197759,28188.0,2799.0,,37341.0,18441.0,0.0,597.0,56.0,45699.0,,189504.0,20995,111923.0,4962.0,97433.0,66391.0
198046,14337.0,587.0,,9327.0,4886.0,0.0,481.0,19.0,17523.0,,59650.0,6207,39844.0,1235.0,35483.0,16944.0
198103,32404.0,594.0,,21157.0,751.0,0.0,-18.0,15.0,7533.0,,72585.0,9604,40972.0,1639.0,47710.0,13177.0
198149,47669.0,3395.0,,35212.0,10010.0,0.0,1929.0,68.0,138396.0,,298429.0,28856,216815.0,5006.0,230297.0,36688.0
198251,11183.0,245.0,,10699.0,1193.0,0.0,356.0,28.0,34510.0,,74087.0,6968,47730.0,815.0,39209.0,23110.0
198831,76087.0,4937.0,,110972.0,26944.0,0.0,-1685.0,102.0,122659.0,,409354.0,41670,231316.0,8164.0,305781.0,60939.0
198859,2399.0,714.0,,17797.0,4876.0,0.0,340.0,17.0,17636.0,,69477.0,8470,36865.0,1249.0,33910.0,21093.0
198961,18857.0,778.0,,2049.0,8707.0,0.0,411.0,37.0,13850.0,,102317.0,9722,53437.0,2335.0,51195.0,40391.0
199052,1239.0,1380.0,,16044.0,5504.0,20.0,876.0,16.0,34383.0,,97166.0,10070,67935.0,1533.0,55691.0,27164.0
199137,16869.0,153.0,,2212.0,137.0,49.0,200.0,19.0,8142.0,,69999.0,14340,25821.0,1326.0,26052.0,29582.0
199351,5461.0,288.0,,57.0,2128.0,0.0,155.0,4.0,12104.0,,26958.0,3512,22433.0,422.0,17242.0,3121.0
199436,42163.0,1807.0,,20513.0,12368.0,0.0,160.0,56.0,47910.0,,149670.0,13409,109861.0,4040.0,96386.0,39587.0
199454,3587.0,99.0,,751.0,3295.0,0.0,-81.0,6.0,2731.0,,19747.0,1569,10565.0,573.0,10193.0,7870.0
199463,28647.0,2052.0,,36727.0,22031.0,0.0,280.0,78.0,60429.0,,199028.0,17772,128473.0,5529.0,107343.0,68962.0
200042,5354.0,95.0,,9753.0,1215.0,0.0,191.0,12.0,1806.0,,35335.0,5807,14223.0,666.0,15876.0,13505.0
200435,141159.0,8818.0,,73311.0,19205.0,0.0,6309.0,131.0,218131.0,,563981.0,55682,391157.0,9683.0,463445.0,30815.0
200640,50743.0,13798.0,,88028.0,241753.0,2211.0,5039.0,130.0,296340.0,,780960.0,80319,598563.0,16306.0,635177.0,34234.0
201049,16800.0,1111.0,,22886.0,5148.0,0.0,693.0,36.0,35712.0,,115827.0,14267,69075.0,2947.0,60065.0,35076.0
201254,16239.0,3776.0,,18524.0,7487.0,0.0,804.0,45.0,57091.0,,122820.0,4747,88074.0,4485.0,106332.0,9580.0
201441,29166.0,1248.0,,4630.0,4113.0,0.0,406.0,33.0,25428.0,,82102.0,7645,61063.0,1986.0,61083.0,13074.0
201638,62933.0,2571.0,,19351.0,5545.0,0.0,-1381.0,75.0,154825.0,,328935.0,14886,224894.0,7686.0,258558.0,53695.0
201647,13258.0,1510.0,,39738.0,5511.0,0.0,1867.0,26.0,35757.0,,131059.0,12907,76186.0,1761.0,93493.0,17828.0
201834,133862.0,23216.0,,38830.0,41363.0,0.0,10213.0,116.0,743001.0,,1105335.0,128780,932719.0,15142.0,907783.0,55104.0
202251,27919.0,1921.0,,9872.0,17243.0,300.0,1073.0,33.0,55956.0,,150830.0,12712,107620.0,3534.0,61444.0,76153.0
202514,43973.0,4171.0,,23592.0,20997.0,0.0,2650.0,60.0,48838.0,,157947.0,20037,118605.0,3912.0,64910.0,61073.0
202541,16597.0,935.0,,72827.0,7877.0,0.0,1836.0,31.0,28356.0,,156667.0,18076,71541.0,2407.0,76810.0,37835.0
202550,57115.0,5506.0,,11832.0,41630.0,0.0,-4991.0,57.0,96926.0,,250570.0,13399,202522.0,5272.0,187490.0,26505.0
202907,1556363.0,42763.0,,1457389.0,334554.0,0.0,54923.0,1619.0,811609.0,,6479366.0,817673,3480778.0,122156.0,4110046.0,756400.0
203052,23242.0,1043.0,,0.0,6477.0,0.0,1324.0,16.0,2151.0,,57189.0,9108,43614.0,1126.0,27324.0,20534.0
203418,81420.0,3245.0,,79862.0,26475.0,0.0,3561.0,60.0,56128.0,,293354.0,31454,184477.0,6066.0,208789.0,27115.0
203575,52317.0,292.0,,13451.0,0.0,0.0,189.0,24.0,3605.0,,83941.0,7084,56793.0,1665.0,59636.0,11672.0
204004,1863282.0,73655.0,,1306510.0,323127.0,0.0,41742.0,891.0,2198299.0,,6997666.0,863474,4487369.0,105290.0,4513759.0,584132.0
204237,67375.0,6882.0,,27946.0,25911.0,1056.0,-6888.0,77.0,68838.0,,236017.0,12838,187883.0,5764.0,144421.0,58226.0
204826,39840.0,2130.0,,70773.0,11513.0,397.0,2017.0,60.0,38789.0,,235871.0,23056,101049.0,3850.0,150072.0,52431.0
205159,5734.0,322.0,,3588.0,5850.0,0.0,288.0,10.0,7394.0,,39646.0,4968,27582.0,874.0,21629.0,12351.0
205243,37438.0,2840.0,,58540.0,4969.0,1191.0,2444.0,64.0,61230.0,,205368.0,32458,123853.0,5151.0,116636.0,52447.0
205346,27237.0,3093.0,,57774.0,18055.0,0.0,2152.0,49.0,37667.0,,225540.0,19965,139909.0,3381.0,137266.0,65466.0
205458,4389.0,589.0,,9459.0,6430.0,0.0,269.0,13.0,12695.0,,61006.0,5624,41004.0,1181.0,43333.0,11754.0
205542,8809.0,1236.0,,68849.0,9384.0,0.0,2158.0,30.0,32341.0,,181395.0,21854,95905.0,2407.0,105067.0,46500.0
205654,397999.0,32113.0,,136123.0,133446.0,10255.0,1359.0,321.0,589623.0,,1462102.0,142673,1177197.0,33193.0,1136537.0,142518.0
206156,33194.0,2008.0,,13741.0,10514.0,0.0,3305.0,56.0,101641.0,,193527.0,17919,149661.0,3778.0,75076.0,70151.0
206174,147138.0,1479.0,,13733.0,763.0,0.0,1746.0,49.0,33955.0,,274882.0,25688,182018.0,3772.0,219427.0,25723.0
206772,556.0,1228.0,,6010.0,0.0,0.0,753.0,26.0,84835.0,,124060.0,15110,85398.0,2036.0,93131.0,15715.0
206950,8572.0,372.0,,6692.0,3974.0,0.0,262.0,16.0,5085.0,,37081.0,3398,24585.0,1135.0,19632.0,9302.0
207041,4280.0,308.0,,12401.0,2322.0,0.0,86.0,8.0,4835.0,,33109.0,3367,15054.0,693.0,21518.0,7041.0
207050,19335.0,4079.0,,37523.0,21646.0,0.0,2772.0,102.0,172108.0,,301593.0,29170,218144.0,7490.0,152248.0,76294.0
207452,34302.0,3403.0,,58151.0,11246.0,1572.0,2618.0,52.0,49927.0,,184299.0,21616,111282.0,4170.0,88202.0,51655.0
207555,15883.0,1772.0,,36257.0,17599.0,0.0,181.0,43.0,25211.0,,134880.0,14134,83778.0,3601.0,75437.0,37611.0
207845,140501.0,9147.0,,281685.0,40567.0,777.0,4445.0,228.0,257742.0,,816309.0,86542,468689.0,18189.0,572228.0,63144.0
207872,23695.0,7167.0,,31859.0,23620.0,350.0,-3641.0,104.0,100389.0,,260837.0,18428,149755.0,9972.0,185730.0,33558.0
207957,804.0,143.0,,8327.0,1800.0,0.0,-15.0,6.0,584.0,,19593.0,1652,5363.0,352.0,6358.0,11466.0
208057,38461.0,5854.0,,138730.0,72507.0,181.0,7393.0,46.0,129989.0,,493462.0,59621,286284.0,4515.0,399820.0,27055.0
208244,,,,,,,,,,,,896521,,,,
208347,13728.0,345.0,,1482.0,2667.0,62.0,201.0,25.0,15225.0,,51115.0,4201,42190.0,1522.0,32118.0,11951.0
208440,10247.0,1098.0,,1576.0,8283.0,0.0,1008.0,19.0,32171.0,,94076.0,7490,68223.0,1613.0,47922.0,35593.0
208459,329.0,555.0,,2730.0,418.0,0.0,936.0,4.0,2612.0,,68826.0,8395,4050.0,820.0,52329.0,8041.0
208655,8242.0,2267.0,,63377.0,14618.0,0.0,1958.0,54.0,62359.0,,240568.0,23401,155770.0,3404.0,136045.0,60269.0
208972,39255.0,188.0,,26061.0,0.0,29.0,-29.0,18.0,1473.0,,80528.0,11639,41125.0,1485.0,63704.0,3777.0
209148,23032.0,2292.0,,76289.0,46005.0,0.0,1705.0,88.0,96640.0,,339475.0,33532,205107.0,7025.0,282292.0,22410.0
209335,198288.0,41487.0,,85583.0,64182.0,0.0,-14729.0,187.0,288946.0,,692442.0,120872,559120.0,22866.0,502609.0,39722.0
209362,5058.0,910.0,,0.0,3644.0,0.0,127.0,15.0,14067.0,,48588.0,8304,24137.0,1357.0,28222.0,11729.0
209447,12097.0,358.0,,26134.0,1609.0,0.0,380.0,28.0,12246.0,,71949.0,7826,32811.0,1779.0,46215.0,17355.0
209559,7438.0,977.0,,36345.0,1985.0,0.0,558.0,12.0,9017.0,,68837.0,14433,24899.0,798.0,30143.0,16564.0
209830,31467.0,2275.0,,21822.0,18226.0,0.0,758.0,31.0,56157.0,,160373.0,16690,114790.0,2493.0,94122.0,43546.0
209858,40797.0,4365.0,,48671.0,36582.0,0.0,1325.0,84.0,128961.0,,313780.0,33773,224150.0,7338.0,144521.0,109339.0
210238,38014.0,8564.0,,65959.0,15524.0,983.0,-2123.0,144.0,151610.0,,408719.0,41923,225928.0,9443.0,213476.0,144955.0
210256,22996.0,728.0,,22460.0,8939.0,0.0,1381.0,27.0,26493.0,,117584.0,14310,65640.0,2267.0,63289.0,35483.0
210434,,,,,,,,,,,,5517117,,,,
210452,8284.0,331.0,,2510.0,963.0,0.0,193.0,7.0,7647.0,,29896.0,2961,23086.0,621.0,15952.0,5929.0
210555,18213.0,1233.0,,44956.0,7111.0,0.0,989.0,25.0,29272.0,,111614.0,14227,56413.0,2115.0,70840.0,25770.0
211114,31227.0,710.0,,41669.0,32071.0,994.0,718.0,34.0,6611.0,,124266.0,11401,71347.0,3240.0,64357.0,37364.0
211338,44754.0,2721.0,,11354.0,7585.0,0.0,782.0,38.0,33771.0,,123683.0,12670,99027.0,2591.0,78439.0,27315.0
211851,6191.0,904.0,,10829.0,3791.0,0.0,792.0,15.0,28652.0,,69991.0,7060,51388.0,1229.0,38575.0,13473.0
211954,5114.0,230.0,,0.0,4784.0,792.0,33.0,14.0,9354.0,,36252.0,3331,20216.0,1195.0,15270.0,17247.0
212018,152156.0,2561.0,,73055.0,18073.0,0.0,3285.0,87.0,47715.0,,381295.0,34884,243740.0,7053.0,263642.0,62118.0
212335,11331.0,1138.0,,4710.0,4390.0,0.0,255.0,15.0,27213.0,,65706.0,4672,45624.0,1845.0,36868.0,23980.0
212344,4470.0,821.0,,41428.0,7894.0,176.0,1341.0,21.0,9867.0,,87296.0,20172,39677.0,1400.0,47642.0,17771.0
212465,,,,,,,,,,,,10591692,,,,
212522,96184.0,5554.0,,263095.0,76812.0,2778.0,5672.0,234.0,131156.0,,693743.0,60103,360879.0,18150.0,555088.0,46988.0
213538,11237.0,858.0,,95943.0,3566.0,0.0,760.0,38.0,15538.0,,159071.0,27213,39904.0,2892.0,75850.0,54425.0
213912,37374.0,637.0,,19512.0,3643.0,293.0,426.0,40.0,22793.0,,100451.0,8105,65182.0,2600.0,47794.0,33249.0
213958,13414.0,652.0,,4950.0,3633.0,0.0,729.0,15.0,17781.0,,60134.0,5474,39023.0,1423.0,27876.0,22447.0
214414,91170.0,5138.0,,316372.0,109359.0,3409.0,5538.0,246.0,230874.0,,907707.0,88109,499379.0,16274.0,614789.0,105737.0
214722,105184.0,7901.0,,183615.0,74376.0,0.0,6123.0,183.0,181580.0,,626897.0,62865,373952.0,16957.0,479470.0,53721.0
214807,,,,,,,,,,,,9559000,,,,
214843,32089.0,1672.0,,38742.0,26814.0,0.0,2559.0,73.0,50094.0,,203735.0,19125,148518.0,5825.0,117979.0,51951.0
215130,52093.0,16643.0,,95865.0,33489.0,0.0,24330.0,60.0,983324.0,,1292490.0,133436,1072475.0,13183.0,1071919.0,52848.0
215251,14050.0,528.0,,8600.0,2173.0,0.0,409.0,14.0,7828.0,,40463.0,6124,25506.0,1124.0,22275.0,11839.0
215345,28651.0,2963.0,,76685.0,23115.0,0.0,2667.0,68.0,69538.0,,256423.0,28625,159345.0,5547.0,117010.0,83635.0
215354,18156.0,1474.0,,12138.0,6836.0,454.0,-604.0,29.0,39068.0,,100880.0,8621,65606.0,2966.0,63491.0,20227.0
215653,835.0,296.0,,2012.0,2564.0,0.0,350.0,5.0,6425.0,,24383.0,2397,15204.0,484.0,13905.0,5342.0
215662,41736.0,6677.0,,188628.0,79366.0,0.0,1787.0,156.0,250552.0,,657641.0,62811,403127.0,15150.0,480510.0,97139.0
215710,181229.0,2907.0,,110306.0,15253.0,0.0,3453.0,139.0,76310.0,,449080.0,45048,290628.0,9485.0,368733.0,26423.0
216164,23797.0,757.0,,0.0,12253.0,0.0,1080.0,30.0,19121.0,,135210.0,10810,67782.0,2450.0,72585.0,41795.0
216230,15597.0,1563.0,,10679.0,2662.0,0.0,-1343.0,38.0,54779.0,,118407.0,16070,73712.0,2794.0,66753.0,35377.0
216632,40453.0,4084.0,,39184.0,10397.0,0.0,-3630.0,56.0,99238.0,,228821.0,20063,154968.0,6502.0,136265.0,41444.0
216922,1070714.0,37654.0,,147914.0,136836.0,8459.0,13913.0,811.0,1129758.0,,3301527.0,393641,2444286.0,71218.0,2629673.0,104685.0
217059,17269.0,340.0,,25187.0,11807.0,0.0,1971.0,44.0,51622.0,,135184.0,13969,87449.0,3757.0,73728.0,45144.0
217620,88749.0,3034.0,,143980.0,28951.0,0.0,1873.0,109.0,75706.0,,404328.0,38929,208449.0,9291.0,296660.0,44403.0
218131,15392.0,3740.0,,65960.0,10777.0,0.0,1321.0,71.0,178953.0,,343752.0,56014,207089.0,5471.0,187990.0,91606.0
218261,21093.0,377.0,,36284.0,3452.0,0.0,1426.0,21.0,6869.0,,93770.0,10726,36727.0,1459.0,51766.0,31138.0
218757,2712.0,87.0,,0.0,1447.0,0.0,71.0,5.0,4255.0,,15335.0,1334,9222.0,376.0,7870.0,6074.0
218775,37001.0,292.0,,13759.0,1836.0,0.0,300.0,11.0,7829.0,,67954.0,6316,47020.0,1201.0,53478.0,2412.0
218850,1975.0,197.0,,6102.0,690.0,0.0,151.0,7.0,2727.0,,25058.0,2381,13261.0,663.0,11202.0,11452.0
218878,53830.0,1275.0,,16931.0,4522.0,0.0,-82.0,46.0,44840.0,,155625.0,14656,120465.0,4396.0,103915.0,36442.0
219044,11781.0,365.0,,11812.0,4863.0,7.0,135.0,15.0,8084.0,,47187.0,4735,30405.0,1303.0,31861.0,10303.0
219259,28875.0,1189.0,,40710.0,5573.0,380.0,1061.0,57.0,45452.0,,149394.0,15510,86568.0,4752.0,55065.0,78105.0
219343,205030.0,22712.0,,707923.0,78082.0,0.0,8018.0,361.0,310031.0,,1610292.0,145460,677462.0,33154.0,1068472.0,234040.0
219651,39217.0,1351.0,,110999.0,17159.0,0.0,2835.0,67.0,24752.0,,219000.0,22539,87460.0,4565.0,171718.0,17982.0
219857,1977.0,113.0,,10053.0,349.0,0.0,103.0,7.0,808.0,,20789.0,2731,4548.0,427.0,10831.0,7151.0
220059,26625.0,2857.0,,127480.0,40026.0,0.0,1001.0,77.0,45899.0,,294269.0,24713,135756.0,7378.0,218114.0,17269.0
220527,276941.0,16347.0,,324253.0,54287.0,0.0,3467.0,275.0,321609.0,,1087060.0,104793,687086.0,21676.0,703896.0,153481.0
220844,19780.0,320.0,,65510.0,3894.0,0.0,904.0,20.0,14355.0,,120184.0,11695,43400.0,1492.0,83367.0,13236.0
221476,98537.0,4807.0,,53051.0,27551.0,0.0,2915.0,102.0,117964.0,,392063.0,43019,292566.0,7680.0,281864.0,19620.0
