,RIAD3210,RCON2170,RCON3360,RCONC410,RCONC411,RCON3123,RIAD4093,RIAD4340,RCON2215,RCON2385,RCON3545,Target,AsOfDate
1310,126021,7883,99075,2768,95474,0,100,0,18301,3065,311,0,9/30/2010
1311,112472,10864,91040,1312,60019,0,0,0,9763,2928,428,0,9/30/2010
1312,34706,2348,26781,20,19392,0,0,0,5385,715,85,0,9/30/2010
1313,66991,14844,43806,620,54794,0,0,0,5111,1323,426,0,9/30/2010
1314,72559,13563,44711,616,56279,0,0,0,7007,1047,1556,0,9/30/2010
1315,76600,12299,53348,532,55587,0,380,32,8492,3055,-780,0,9/30/2010
1316,32934,5322,21677,504,25741,0,0,0,5629,1056,-341,0,9/30/2010
1317,184307,38300,127127,2539,125062,0,0,0,17224,2954,-33,0,9/30/2010
1318,233796,42488,166657,3236,149740,0,0,0,22048,4284,1209,0,9/30/2010
1319,80728,15289,57105,389,67305,0,0,0,6142,1939,80,0,9/30/2010
1320,6456,0,0,0,0,0,0,0,5689,640,587,0,9/30/2010
1321,147950,46641,64933,786,97107,0,0,0,13703,2170,1378,0,9/30/2010
1322,34112,11051,18805,185,16865,0,0,0,4189,755,188,0,9/30/2010
1323,65516,15999,38275,685,26292,0,0,0,10314,1204,359,0,9/30/2010
1324,536548,33922,395714,3147,307459,0,25,0,41362,12335,2038,0,9/30/2010
1325,56869,9564,34665,613,38875,0,870,0,5569,977,395,0,9/30/2010
1326,108911,26822,58164,547,67238,0,14,0,12189,1910,374,0,9/30/2010
1327,105397,21533,64880,957,97693,0,0,0,8713,1421,1257,0,9/30/2010
1328,96024,8665,63707,544,71172,0,24,8,8133,1858,268,0,9/30/2010
1329,418134,10633,346124,4896,344407,0,369,0,37603,8604,2166,0,9/30/2010
1330,38252,9105,20991,288,8896,0,0,0,8034,895,416,0,9/30/2010
1331,151309,50864,74262,1126,88687,0,81,115,23018,4793,414,0,9/30/2010
1332,29215,2235,23790,226,21351,0,176,58,3104,585,2,0,9/30/2010
1333,231249,41858,136731,1782,131580,0,0,20,24103,4498,1676,0,9/30/2010
1334,61055,19753,34531,486,40532,0,0,0,6015,1485,472,0,9/30/2010
1335,114521,34963,65779,722,51037,0,9,0,12874,2660,428,0,9/30/2010
1336,6439,439,500,0,0,0,0,0,5497,27,4,0,9/30/2010
1337,184727,73928,92141,1472,118563,0,71,0,17851,5576,2046,0,9/30/2010
1338,203642,48494,130622,1551,143503,0,0,0,16619,3224,2647,0,9/30/2010
1339,177086,21621,130297,1750,118839,0,0,0,16372,2684,2152,0,9/30/2010
1340,111013,28618,66560,986,75164,0,0,0,10566,2086,1241,0,9/30/2010
1341,94257,31968,50896,279,39867,0,0,0,10767,2221,553,0,9/30/2010
1342,21231,6148,12622,106,12860,0,0,0,2267,318,168,0,9/30/2010
1343,146392,26047,74519,1335,106278,0,243,0,15406,2819,813,0,9/30/2010
1344,189620,47007,123548,3094,140216,0,2008,0,17640,4463,1105,0,9/30/2010
1345,170206,12925,123731,674,55621,0,165,0,21913,3658,2361,0,9/30/2010
1346,105645,26509,66990,348,60899,0,0,0,10732,1928,1093,0,9/30/2010
1347,152693,26952,105305,3245,130562,0,1101,0,19808,3058,-1668,0,9/30/2010
1348,58961,14809,32898,295,25610,0,0,0,10901,1114,342,0,9/30/2010
1349,502841,0,0,0,414892,0,0,0,474746,2603,4926,0,9/30/2010
1350,24372,2739,14848,341,19700,0,0,0,4087,828,-23,0,9/30/2010
1351,219249,62740,127961,2512,150269,0,0,0,22364,5892,537,0,9/30/2010
1352,91175,34102,41140,909,64514,0,0,0,8984,2978,629,0,9/30/2010
1353,87435,20794,48290,1203,70516,0,0,0,9191,2077,623,0,9/30/2010
1354,59187,21690,30206,365,29641,0,0,0,7113,1132,666,0,9/30/2010
1355,101676,12110,68480,915,24615,0,0,0,19802,1086,704,0,9/30/2010
1356,56900,11810,37530,525,27950,0,9,0,7268,1285,164,0,9/30/2010
1357,208260,21680,129076,1354,85176,0,155,0,54984,3355,1511,0,9/30/2010
1358,128207,25360,86992,760,84342,0,0,0,14798,2327,271,0,9/30/2010
1359,61135,11482,43473,595,40407,0,17,0,6054,1096,739,0,9/30/2010
1360,151506,45230,72971,1766,109464,0,76,0,18093,3065,1758,0,9/30/2010
1361,58118,24949,28630,562,31428,0,0,0,4415,1632,-102,0,9/30/2010
1362,47437,7618,22534,301,24971,0,0,0,4124,1079,110,0,9/30/2010
1363,127001,40749,55716,1020,86798,0,149,0,14050,3143,1142,0,9/30/2010
1364,96303,25666,54766,803,75036,0,0,0,9219,3197,755,0,9/30/2010
1365,168688,37148,100683,1554,126611,0,526,0,18465,3867,2568,0,9/30/2010
1366,131103,32247,81442,2478,108384,0,187,0,9756,4687,-868,0,9/30/2010
1367,157463,40208,80115,2260,121726,0,0,0,17367,2831,2298,0,9/30/2010
1368,164848,15521,135007,1399,83043,0,0,0,13791,4116,1036,0,9/30/2010
1369,76068,7591,56783,685,59911,0,0,0,6874,1432,632,0,9/30/2010
1370,99495,26085,61968,633,56851,0,0,0,10968,2060,1690,0,9/30/2010
1371,25378,11270,11190,193,15803,0,107,0,2530,930,266,0,9/30/2010
1372,16253,3123,8176,90,12606,0,0,0,1098,436,131,0,9/30/2010
1373,7573,1329,4760,63,4182,0,0,0,1470,140,37,0,9/30/2010
1374,230476,42185,144971,2665,180631,0,3,0,21941,3647,3761,0,9/30/2010
1375,100532,21242,63632,621,72583,0,0,0,10448,1659,1625,0,9/30/2010
1376,61530,13379,39918,516,42113,0,0,0,8038,1362,804,0,9/30/2010
1377,130296,34880,77445,695,56005,0,0,0,14340,2366,983,0,9/30/2010
1378,32062,9829,16205,64,15754,0,0,0,5856,697,225,0,9/30/2010
1379,450176,23581,348087,5318,275472,0,0,0,49287,8781,4094,0,9/30/2010
1380,43852,13038,26682,155,16097,0,0,0,4069,708,303,0,9/30/2010
1381,83920,23675,45286,468,50771,0,0,0,8207,2563,-699,0,9/30/2010
1382,20233,6746,10480,180,6779,0,0,0,2990,621,28,0,9/30/2010
1383,148283,27864,106788,1228,105548,0,285,0,12836,3097,388,0,9/30/2010
1384,39366,15619,18026,248,11489,0,0,57,5439,867,68,0,9/30/2010
1385,130192,36363,80410,733,74885,0,0,0,11951,3369,690,0,9/30/2010
1386,144229,57737,66400,1339,76016,0,451,0,11664,2454,465,0,9/30/2010
1387,88078,32759,44818,857,45629,0,77,0,9936,2075,424,0,9/30/2010
1388,621354,29743,448744,8128,573792,0,4034,0,95010,5897,14137,0,9/30/2010
1389,48590,13102,29174,357,21756,0,0,0,6076,747,668,0,9/30/2010
1390,6460,2073,2784,77,3102,0,0,0,1593,231,-3,0,9/30/2010
1391,12835,3000,8925,80,8218,0,0,0,849,401,33,0,9/30/2010
1392,161509,54229,94008,1698,116808,0,0,0,12554,3812,267,0,9/30/2010
1393,49666,10388,35140,735,32392,0,0,0,3943,1130,167,0,9/30/2010
1394,201040,17400,165815,2925,154036,0,3361,0,12131,3647,-210,0,9/30/2010
1395,395815,27772,319336,3186,239829,0,1096,0,37107,13727,1079,0,9/30/2010
1396,119580,32298,54307,534,54465,0,0,0,16565,2203,1109,0,9/30/2010
1397,112498,40690,62219,1678,80419,0,2200,0,8946,3972,315,0,9/30/2010
1398,132917,41600,73078,1134,74639,0,0,0,15981,2707,767,0,9/30/2010
1399,17111,7208,7996,75,4373,0,0,0,1869,244,74,0,9/30/2010
1400,124446,34693,73756,1076,92136,0,17,0,14479,2474,884,0,9/30/2010
1401,47825,11573,32133,436,34813,0,0,0,3812,1155,302,0,9/30/2010
1402,77598,19418,43972,488,47479,0,0,0,13089,1536,553,0,9/30/2010
1403,60853,21658,30557,333,33933,0,0,0,8406,1241,-125,0,9/30/2010
1404,21856,2612,17504,233,12078,0,0,0,1660,451,91,0,9/30/2010
1405,321142,101483,0,5725,220741,187,0,135,48322,23052,3430,0,9/30/2010
1406,65454,12636,41199,542,45865,0,0,0,8930,641,1401,0,9/30/2010
1407,90050,53208,24910,730,54280,0,0,0,11603,2505,103,0,9/30/2010
1408,257202,123475,112970,1841,138251,0,0,127,18309,4416,1479,0,9/30/2010
1409,192012,68114,78180,2157,88519,0,176,0,35441,5354,2795,0,9/30/2010
1410,29576,10738,12594,218,8360,0,0,0,5993,723,135,0,9/30/2010
1411,282103,64234,154012,3979,231609,0,0,0,26533,6361,1665,0,9/30/2010
1412,28910,7712,18082,341,13512,0,0,0,2854,700,223,0,9/30/2010
1413,131752,28007,83553,948,91110,0,532,0,11913,3596,638,0,9/30/2010
1414,105998,24847,52797,1050,51313,0,312,0,10890,1689,928,0,9/30/2010
1415,286237,87436,142880,2066,213286,0,384,0,28606,6314,2757,0,9/30/2010
1416,24867,7028,13467,180,10462,0,0,0,3003,777,-25,0,9/30/2010
1417,145182,40165,83408,821,67530,0,0,0,18327,3048,1534,0,9/30/2010
1418,155059,42265,92990,2513,110844,0,0,0,15504,2706,1665,0,9/30/2010
1419,12954,2675,8058,115,7152,0,0,0,1229,368,128,0,9/30/2010
1420,92231,16465,60878,3069,76785,0,3456,0,4567,2368,-3395,0,9/30/2010
1421,184528,47175,112938,1046,132357,0,0,0,18839,4832,1465,0,9/30/2010
1422,88790,10999,52793,265,44718,0,63852,0,24688,2256,86,0,9/30/2010
1423,58793,17814,35142,321,30189,0,461,0,5791,1098,608,0,9/30/2010
1424,54703,20822,28410,195,32238,0,0,0,5141,898,699,0,9/30/2010
1425,41064,12977,22753,373,25009,0,146,0,5241,739,543,0,9/30/2010
1426,104985,16579,75380,1681,98597,0,822,0,10323,2090,1537,0,9/30/2010
1427,162855,42684,89050,2291,131511,0,887,0,15623,3880,1305,0,9/30/2010
1428,181277,101549,44071,621,51339,0,0,0,17225,1970,1757,0,9/30/2010
1429,144663,43947,76106,2311,92401,0,54,0,16431,3697,1026,0,9/30/2010
1430,119758,20268,89523,3668,88740,0,356,0,5510,3660,-4006,0,9/30/2010
1431,33638,4935,15851,576,26119,0,0,0,6093,3598,980,0,9/30/2010
1432,335659,20154,280205,2325,132419,0,233,0,30562,5967,2332,0,9/30/2010
1433,104564,24969,66831,1499,83264,0,33,0,11227,3609,253,0,9/30/2010
1434,104694,25654,67768,2794,75132,0,703,0,10283,2530,-215,0,9/30/2010
1435,55605,20469,25365,268,21717,0,0,0,7960,1403,683,0,9/30/2010
1436,79210,14121,57279,414,19679,0,0,0,7785,1254,878,0,9/30/2010
1437,300217,40201,200675,6045,247858,0,2249,0,24462,8534,1185,0,9/30/2010
1438,89364,23184,52797,570,48702,0,82,6,10408,2150,557,0,9/30/2010
1439,44045,12729,25365,203,27608,0,77,0,5393,1246,127,0,9/30/2010
1440,66246,9706,40298,581,36703,0,0,0,6285,782,1470,0,9/30/2010
1441,189451,41431,117830,1915,159039,0,0,0,20483,3498,1871,0,9/30/2010
1442,101137,26795,51269,763,42841,0,0,0,10184,1940,1047,0,9/30/2010
1443,196453,45101,118488,1876,161427,0,49,0,16166,6856,3226,0,9/30/2010
1444,87610,9928,59954,253,29130,0,0,0,15591,1708,154,0,9/30/2010
1445,71270,19108,38210,535,25121,0,423,0,12492,1978,613,0,9/30/2010
1446,73504,21606,40668,528,39736,0,118,0,11045,1334,777,0,9/30/2010
1447,104236,24127,66110,728,73157,0,0,0,13348,3022,331,0,9/30/2010
1448,41693,10109,22160,84,11192,0,0,0,6140,304,90,0,9/30/2010
1449,18841,5797,9272,179,3013,0,0,0,3684,477,-127,0,9/30/2010
1450,45264,11265,28795,813,30180,0,0,0,3796,759,354,0,9/30/2010
1451,153371,32430,92876,1705,95408,0,0,0,14454,3849,-505,0,9/30/2010
1452,261471,52311,159353,2777,209666,0,0,4,24996,4613,3077,0,9/30/2010
1453,62300,18709,34017,469,40700,0,0,0,9310,1771,295,0,9/30/2010
1454,143566,40416,78659,2636,100457,0,0,0,19685,2195,914,0,9/30/2010
1455,28393,11856,14155,264,16708,0,0,0,2317,593,240,0,9/30/2010
1456,487261,35528,362522,5016,315779,0,528,0,39838,9407,3419,0,9/30/2010
1457,55502,14876,33721,448,33831,0,0,0,6534,1321,266,0,9/30/2010
1458,123749,39066,69212,1198,72992,0,0,0,14410,2554,680,0,9/30/2010
1459,86451,14013,59077,841,66671,0,39,0,8706,1850,-71,0,9/30/2010
1460,212290,54521,128241,5122,166282,0,782,0,22767,4026,835,0,9/30/2010
1461,90677,35786,43088,2512,70145,0,177,0,11512,2239,-809,0,9/30/2010
1462,78829,36998,26090,460,30258,0,436,0,8206,2182,517,0,9/30/2010
1463,92809,23782,56302,1012,39192,0,578,0,12143,1970,594,0,9/30/2010
1464,261195,26369,204632,2684,212141,0,0,0,28895,6433,2381,0,9/30/2010
1465,186551,37344,129224,1415,108187,0,0,1930,18603,2513,3616,0,9/30/2010
1466,572272,37641,431597,5016,361268,0,581,0,61390,9445,8490,0,9/30/2010
1467,51066,9414,35813,535,39950,0,0,0,4593,1316,718,0,9/30/2010
1468,120286,34331,52832,1410,72888,0,0,2,12175,2656,858,0,9/30/2010
1469,372030,54417,263306,2019,227759,0,2,0,31628,6791,2743,0,9/30/2010
1470,235303,54000,132750,996,201597,0,275,0,30347,7002,566,0,9/30/2010
1471,97842,11288,73074,677,61881,0,0,0,11522,1543,925,0,9/30/2010
1472,21845,7798,11511,309,10628,0,0,0,2463,539,226,0,9/30/2010
1473,124770,24839,86847,1838,98241,0,856,79,12850,2754,540,0,9/30/2010
1474,48033,6994,29403,294,26044,0,0,0,7702,573,486,0,9/30/2010
1475,335647,43292,235763,4792,238160,0,752,0,30145,4373,2926,0,9/30/2010
1476,920298,82855,783406,19545,595061,0,41824,0,52012,14272,-30784,0,9/30/2010
1477,47306,6366,34076,319,37381,0,1547,0,4912,1470,119,0,9/30/2010
1478,938122,137744,680607,20753,694431,0,7358,0,97696,24375,943,0,9/30/2010
1479,44458,5299,34965,419,38870,0,6,8,3890,1206,198,0,9/30/2010
1480,601113,62276,487150,5119,391452,0,4653,0,48824,12443,2804,0,9/30/2010
1481,18573,6317,10339,126,10363,0,0,0,1607,576,44,0,9/30/2010
1482,91169,24859,46999,368,47145,0,0,0,12195,2732,70,0,9/30/2010
1483,274801,68263,147092,1592,116236,0,559,663,34671,5132,3680,0,9/30/2010
1484,217475,25635,149796,4890,206251,0,0,0,29238,3080,-3999,0,9/30/2010
1485,38931,17383,17924,147,27821,0,0,0,3493,918,644,0,9/30/2010
1486,20917,6212,11121,16,8758,0,0,0,2452,681,-47,0,9/30/2010
1487,74645,18430,48171,277,50179,0,66758,0,6235,1439,395,0,9/30/2010
1488,158931,27560,113440,1278,107222,0,2040,0,14594,3081,599,0,9/30/2010
1489,369321,52416,273889,5043,242060,0,8543,0,40919,7590,862,0,9/30/2010
1490,32793,12356,16053,417,22046,0,147,0,4211,969,61,0,9/30/2010
1491,127458,36821,63556,1167,65390,0,39,0,17245,1626,428,0,9/30/2010
1492,229967,30190,150773,3312,168886,0,0,0,22236,4415,539,0,9/30/2010
1493,168515,56759,91943,1785,93531,0,471,0,15696,3397,1130,0,9/30/2010
1494,102385,28439,62928,551,42565,0,62,25,10720,1856,1704,0,9/30/2010
1495,580557,28705,327521,4406,303832,0,605,0,63629,7826,4144,0,9/30/2010
1496,50359,0,0,0,0,0,0,0,48097,853,607,0,9/30/2010
1497,295001,52934,193409,1511,202005,0,0,0,26865,7653,4687,0,9/30/2010
1498,1320019,135560,999076,11152,804552,0,1176,0,165102,20098,17511,0,9/30/2010
1499,75786,13106,47199,743,49881,0,0,0,9462,947,982,0,9/30/2010
1500,114328,32884,45069,1545,62389,0,233,0,11739,2375,-56,0,9/30/2010
1501,28296,3883,21295,449,20679,0,0,0,3087,903,-286,0,9/30/2010
1502,36779,13052,17142,148,12070,0,0,0,6386,796,240,0,9/30/2010
1503,220920,22764,163435,2801,149517,0,196,0,23556,3648,388,0,9/30/2010
1504,73387,14225,49162,357,41144,0,0,0,9171,1296,312,0,9/30/2010
1505,108855,50726,50391,550,31669,0,471,0,7350,2206,-175,0,9/30/2010
1506,52742,14161,32244,503,24820,0,0,0,5792,806,443,0,9/30/2010
1507,407229,29132,314215,4444,335395,0,9,0,47333,5747,5677,0,9/30/2010
1508,60696,12995,40152,825,53688,0,47,0,5082,1664,206,0,9/30/2010
1509,19693,5920,10824,414,15738,0,0,0,2712,464,348,0,9/30/2010
1510,206901,37711,113318,1033,150236,0,0,0,14674,4600,1604,0,9/30/2010
1511,132942,14118,99470,2291,103761,0,0,0,12263,2115,746,0,9/30/2010
1512,53355,12965,26714,582,34984,0,0,0,6158,1276,303,0,9/30/2010
1513,151924,27464,106694,1942,83903,0,181,0,13965,3369,1276,0,9/30/2010
1514,76015,11786,50370,497,44501,0,0,0,8381,1091,482,0,9/30/2010
1515,47031,8543,31901,305,28253,0,0,0,6376,1081,181,0,9/30/2010
1516,117612,19561,78446,1243,71871,0,2,0,10993,1972,1560,0,9/30/2010
1517,554566,152282,328579,4229,353435,0,0,444,72206,6406,2013,0,9/30/2010
1518,170510,61856,92175,1055,67046,0,90,0,14919,3842,1161,0,9/30/2010
1519,25945,5396,16731,203,14369,0,0,0,3502,628,163,0,9/30/2010
1520,83800,31414,44199,514,20250,0,0,0,7549,1439,535,0,9/30/2010
1521,963375,40017,756734,11943,643049,0,723,0,132462,23510,5909,0,9/30/2010
1522,34781,10531,19993,173,13439,0,0,0,4156,609,223,0,9/30/2010
1523,37100,2203,29917,65,23439,0,0,0,4955,552,67,0,9/30/2010
1524,255074,20882,190816,2576,144413,0,146,0,22723,5897,2243,0,9/30/2010
1525,131839,25401,92689,687,78480,0,403,0,12132,2585,607,0,9/30/2010
1526,36272,9810,21725,263,22072,0,0,0,4118,824,392,0,9/30/2010
1527,34062,5143,23846,189,25003,0,0,0,4935,513,367,0,9/30/2010
1528,411122,24365,338689,5847,335940,0,0,0,39627,6516,3289,0,9/30/2010
1529,3372435,238796,2381756,36084,1455238,0,11007,0,346886,53193,48516,0,9/30/2010
1530,42425,15837,22947,458,32636,0,0,0,3505,1151,226,0,9/30/2010
1531,30875,12504,15432,187,14383,0,0,0,2847,839,21,0,9/30/2010
1532,28592,6755,19221,425,25601,0,0,0,2549,715,139,0,9/30/2010
1533,92039,22517,54311,902,50476,0,3,0,10958,1653,430,0,9/30/2010
1534,47409,10940,30313,149,21210,0,33,0,5890,1045,171,0,9/30/2010
1535,234506,50645,144148,2825,173462,0,163,0,24707,4598,2210,0,9/30/2010
1536,121999,10326,98735,1641,79128,0,0,0,10492,2073,320,0,9/30/2010
1537,229979,46713,159692,2537,163684,0,0,0,20170,3724,1159,0,9/30/2010
1538,336937,67538,191547,4195,273721,0,0,0,67581,6265,2387,0,9/30/2010
1539,130168,33054,76587,1879,84240,0,597,0,14229,2823,585,0,9/30/2010
1540,83365,20579,45302,843,49764,0,0,0,9277,1918,627,0,9/30/2010
1541,177357,7793,125639,3230,135448,0,1088,0,23494,2947,301,0,9/30/2010
1542,33181,14700,14196,263,15698,0,0,0,3159,838,335,0,9/30/2010
1543,58201,5554,44862,545,40851,0,0,0,7601,1315,-261,0,9/30/2010
1544,88342,15929,63858,804,65354,0,125,149,8246,2177,376,0,9/30/2010
1545,515167,68512,306726,4274,344511,0,1830,0,39993,11264,1957,0,9/30/2010
1546,278801,52982,136115,3141,135166,0,129,0,29504,4080,3741,0,9/30/2010
1547,324264,107757,153684,2343,143277,0,66,0,45801,6793,1914,0,9/30/2010
1548,135285,25977,57474,1582,65091,0,614,0,40320,1755,1747,0,9/30/2010
1549,501237,124463,319347,7195,317546,0,5120,771,53496,11973,3297,0,9/30/2010
1550,267246,76369,153222,2457,178749,0,55,0,37008,2888,2569,0,9/30/2010
1551,295845,18327,226151,452,90402,0,12,0,36567,4514,1841,0,9/30/2010
1552,210378,23004,140254,1061,160057,0,0,0,16122,3163,138,0,9/30/2010
1553,62762,16197,37661,484,29912,0,0,0,7548,1170,622,0,9/30/2010
1554,499109,90929,288830,5164,305448,0,562,0,52651,10825,2964,0,9/30/2010
1555,257383,39398,194351,5235,189577,0,2622,0,13484,5468,37,0,9/30/2010
1556,45224,13568,26282,902,26595,0,112,0,3826,1349,-308,0,9/30/2010
1557,329630,12818,249354,5852,199747,0,46,2197,46155,4871,5156,0,9/30/2010
1558,140946,38679,89414,969,79561,0,0,0,12235,3259,955,0,9/30/2010
1559,99531,26429,55154,307,39645,0,93,0,9624,2540,605,0,9/30/2010
1560,117106,35029,66849,1003,85149,0,189,0,10173,2574,706,0,9/30/2010
1561,514814,22025,422735,9154,347522,0,9305,0,50122,10909,1452,0,9/30/2010
1562,494424,108373,301724,4960,363626,0,2493,0,38279,7372,2233,0,9/30/2010
1563,186083,59737,109770,971,99190,0,0,0,16218,2482,567,0,9/30/2010
1564,41283,3498,33156,196,26069,0,0,0,4372,544,280,0,9/30/2010
1565,216196,40792,117550,2524,136303,0,0,0,23097,3660,1411,0,9/30/2010
1566,77687,33340,36644,694,43635,0,132,0,7396,2402,142,0,9/30/2010
1567,126849,30004,77651,1072,86764,0,11,0,15327,2877,824,0,9/30/2010
1568,43294,11100,19954,492,25501,0,0,0,5033,913,481,0,9/30/2010
1569,52268,7592,37980,199,40422,0,0,0,6568,1385,358,0,9/30/2010
1570,185401,35129,125823,2210,123040,0,370,0,16631,4445,827,0,9/30/2010
1571,13887,1092,11588,5,23,0,0,0,1185,745,-466,0,9/30/2010
1572,146049,21561,86365,997,113079,0,661,0,14495,3811,39,0,9/30/2010
1573,127884,30158,79265,1390,58381,0,315,0,17765,1798,1240,0,9/30/2010
1574,248240,15543,202892,2327,181801,0,4150,0,18908,6002,392,0,9/30/2010
1575,43948,10527,27028,647,33534,0,862,0,5279,1235,120,0,9/30/2010
1576,33486,13861,16725,107,18362,0,0,0,2724,1232,-109,0,9/30/2010
1577,23943,5937,13484,95,10002,0,0,0,2984,271,320,0,9/30/2010
1578,55658,8838,39132,453,26813,0,0,0,7409,1055,277,0,9/30/2010
1579,135032,11903,93072,2692,92115,0,0,0,14277,2966,-113,0,9/30/2010
1580,37247,14927,18369,116,12032,0,0,0,3548,940,186,0,9/30/2010
1581,244567,48574,157153,2884,156654,0,258,0,29510,5688,503,0,9/30/2010
1582,84954,22277,50223,709,51668,0,139,0,6987,1458,1369,0,9/30/2010
1583,31466,4046,23946,420,24551,0,0,0,3331,810,93,0,9/30/2010
1584,148848,11058,79210,1407,120727,0,0,0,12273,2609,1114,0,9/30/2010
1585,56965,11377,36253,397,42626,0,47,0,5044,1379,198,0,9/30/2010
1586,105724,25887,63924,956,52362,0,0,0,12331,1864,706,0,9/30/2010
1587,727482,68804,570217,9250,486528,0,4064,0,81721,19710,2769,0,9/30/2010
1588,84647,11241,58160,771,59748,0,0,0,9086,1326,885,0,9/30/2010
1589,10165,4138,5237,91,6657,0,0,0,777,197,141,0,9/30/2010
1590,16363,7517,6285,244,5083,0,0,0,2407,568,144,0,9/30/2010
1591,101131,20574,68147,1140,57828,0,0,0,12205,1506,611,0,9/30/2010
1592,226812,53685,127256,2774,163453,0,567,0,38678,4556,4199,0,9/30/2010
1593,121835,38799,70077,2321,93132,0,1183,0,7632,3442,-22,0,9/30/2010
1594,85965,19887,51238,852,68524,0,0,0,7652,2297,145,0,9/30/2010
1595,69166,23101,39547,1546,49392,0,1663,0,4422,1870,-7,0,9/30/2010
1596,41406,15401,18613,219,17148,0,0,0,3885,787,499,0,9/30/2010
1597,322985,63766,198444,3698,218517,0,267,0,39577,6142,3806,0,9/30/2010
1598,260997,69051,136978,3146,204850,0,153,0,30927,5611,3318,0,9/30/2010
1599,98274,30650,58626,769,53397,0,0,0,8478,2351,733,0,9/30/2010
1600,173820,49000,105302,1940,102367,0,211,0,17941,4190,861,0,9/30/2010
1601,114647,18155,79976,2091,92712,0,3604,0,15857,2380,463,0,9/30/2010
1602,212123,14351,156903,2072,125953,0,948,0,28008,5035,1959,0,9/30/2010
1603,73829,10856,50501,243,17977,0,0,0,12276,1232,308,0,9/30/2010
1604,156352,32164,100730,621,89061,0,0,0,13950,4321,220,0,9/30/2010
1605,115613,11906,77794,1285,92135,0,0,0,14269,2886,73,0,9/30/2010
1606,86054,23417,47978,914,51920,0,0,0,9182,1592,536,0,9/30/2010
1607,155697,36532,83005,3135,81405,0,0,0,16529,3638,-1158,0,9/30/2010
1608,91378,17862,56025,1077,76838,0,0,0,8223,1676,984,0,9/30/2010
1609,39396,11786,23209,222,23359,0,0,0,4266,659,295,0,9/30/2010
1610,23241,3725,15642,263,8187,0,584,0,3307,935,-423,0,9/30/2010
1611,949824,98346,730273,14395,555785,0,13145,0,101103,22594,10682,0,9/30/2010
1612,327978,115515,174273,2142,142064,0,37,0,36298,6220,1920,0,9/30/2010
1613,114099,694438,416948,0,281000,35723,11037,,,,,0,9/30/2010
1614,110238,38882,53625,744,69197,0,187,0,11212,3574,417,0,9/30/2010
1615,32941,10159,16422,402,25903,0,0,0,3358,799,140,0,9/30/2010
1616,84559,12736,42530,677,72863,0,0,0,6636,1384,609,0,9/30/2010
1617,201959,21458,145240,1101,141261,0,0,0,20081,2611,1236,0,9/30/2010
1618,84505,23680,50536,630,58919,0,0,0,7991,1933,1010,0,9/30/2010
1619,62557,13761,29624,977,24195,0,277,0,13627,806,518,0,9/30/2010
1620,702544,60943,536546,1351,425978,0,2225,0,101410,8577,5758,0,9/30/2010
1621,458394,77247,255240,5254,233344,0,5109,0,44529,6314,2357,0,9/30/2010
1622,62641,1971,50349,220,47824,0,408,0,5942,1177,294,0,9/30/2010
1623,130082,24586,79538,1469,106674,0,0,0,13652,2965,1911,0,9/30/2010
1624,47945,8898,31731,393,41770,0,0,0,3678,1421,357,0,9/30/2010
1625,149806,63002,70424,637,94247,0,356,0,14459,3385,767,0,9/30/2010
1626,90328,25231,44766,848,44283,0,0,0,13886,1486,1328,0,9/30/2010
1627,82185,28504,39140,837,56628,0,767,0,11102,1883,1263,0,9/30/2010
1628,66346,17126,38110,655,45005,0,0,0,7636,1629,319,0,9/30/2010
1629,751748,66345,579354,9677,607618,0,8098,0,77135,17713,7902,0,9/30/2010
1630,63922,24735,31242,333,25078,0,0,0,7401,1640,158,0,9/30/2010
1631,381807,34255,292909,3177,269400,0,677,0,34673,8604,5190,0,9/30/2010
1632,149780,34318,86947,1816,76554,0,0,0,24949,3767,1564,0,9/30/2010
1633,398217,175798,189161,14425,231045,0,9063,0,29075,10800,-83,0,9/30/2010
1634,90536,13079,68538,3347,57618,0,368,0,8688,2332,-2082,0,9/30/2010
1635,106982,16626,75895,716,57986,0,0,0,14154,1868,1021,0,9/30/2010
1636,42244,15264,21805,358,26031,0,0,0,4540,880,218,0,9/30/2010
1637,171713,14067,129279,1473,142990,0,0,0,20094,4367,1952,0,9/30/2010
1638,94463,20115,57785,561,62464,0,59,0,10424,3183,500,0,9/30/2010
1639,277402,59359,170266,5928,178105,0,1164,0,24859,5421,345,0,9/30/2010
1640,301928,88480,177123,2504,225515,0,25,15,23577,5148,2985,0,9/30/2010
1641,99170,28102,56746,1196,73709,0,0,0,14138,1623,752,0,9/30/2010
1642,105461,2760,79834,93,18390,0,0,0,22318,1946,35,0,9/30/2010
1643,27883,6292,18105,575,20588,0,0,0,3448,700,163,0,9/30/2010
1644,138246,18446,100960,1096,114322,0,0,0,11441,3379,922,0,9/30/2010
1645,534457,31357,400467,7409,471890,0,448,0,54999,16936,7248,0,9/30/2010
1646,198032,66479,112575,848,65892,0,0,0,17364,3888,1113,0,9/30/2010
1647,37950,7321,25742,256,19793,0,0,0,4218,727,239,0,9/30/2010
1648,29128,11115,15004,788,18652,0,174,0,2930,1268,41,0,9/30/2010
1649,329246,55736,204672,1568,153711,0,92,0,30671,6319,1073,0,9/30/2010
1650,61588,9173,45552,563,40816,0,398,24,6520,1210,358,0,9/30/2010
