,RIAD3210,RCON2170,RCON3360,RCONC410,RCONC411,RCON3123,RIAD4093,RIAD4340,RCON2215,RCON2385,RCON3545,Target,AsOfDate
1651,184729,64532,96004,1613,140141,0,0,0,22543,5362,3145,0,9/30/2010
1652,43963,13006,21090,406,26829,0,0,0,4443,736,349,0,9/30/2010
1653,142592,24390,100589,1753,99317,0,96,26,16333,3863,272,0,9/30/2010
1654,226913,48353,153247,1710,150475,0,1052,12,23905,4211,709,0,9/30/2010
1655,40494,8937,26843,377,30755,0,33,0,4598,1181,32,0,9/30/2010
1656,41662,8988,28125,232,24683,0,0,0,4386,1052,169,0,9/30/2010
1657,330426,75761,201701,2170,172330,0,170,0,40942,7252,1539,0,9/30/2010
1658,159302,44018,85534,979,60556,0,0,0,14192,3173,1913,0,9/30/2010
1659,34659,9126,21343,225,12512,0,209,0,3770,651,203,0,9/30/2010
1660,23473,4851,14141,79,5254,0,0,0,4463,580,93,0,9/30/2010
1661,111251,39466,49242,636,60677,0,312,0,20674,2379,910,0,9/30/2010
1662,133770,31070,67245,970,68896,0,0,0,26092,2043,2170,0,9/30/2010
1663,100291,29789,43008,697,74294,0,0,0,17847,2322,1035,0,9/30/2010
1664,470385,30143,290989,2000,308027,0,1470,0,40907,7160,1428,0,9/30/2010
1665,71941,18246,45595,624,60987,0,19,0,5815,1598,951,0,9/30/2010
1666,166357,40780,88427,1465,124561,0,167,0,15527,2872,361,0,9/30/2010
1667,309096,94000,188329,2963,224804,0,241,0,23933,7356,1743,0,9/30/2010
1668,34210,6920,23938,250,14704,0,8,0,3188,772,205,0,9/30/2010
1669,105841,12908,83544,906,71913,0,0,0,8952,926,952,0,9/30/2010
1670,393675,19929,305340,1942,241550,0,0,0,68179,5054,800,0,9/30/2010
1671,203930,89138,96884,3133,157634,0,4653,0,17771,6650,-3077,0,9/30/2010
1672,42904,13977,23798,503,21865,0,0,0,5029,627,462,0,9/30/2010
1673,113344,54148,47481,893,100175,0,2799,0,11534,2492,1386,0,9/30/2010
1674,78351,13357,53773,606,32412,0,0,0,6816,1206,812,0,9/30/2010
1675,728033,37677,596352,4316,565862,0,0,0,82281,28813,2202,0,9/30/2010
1676,91164,25737,55310,869,50838,0,875,0,9777,1756,1094,0,9/30/2010
1677,102464,19205,64477,1461,62901,0,0,0,10317,2114,696,0,9/30/2010
1678,81289,27123,38690,1008,51306,0,427,1226,9223,2155,-149,0,9/30/2010
1679,195053,65118,99981,1859,110919,0,1697,0,17893,2612,3685,0,9/30/2010
1680,112975,13804,80582,1508,70546,0,2393,0,11068,1709,1669,0,9/30/2010
1681,109639,14532,80838,1189,84453,0,0,0,14179,1820,556,0,9/30/2010
1682,142593,68079,58182,710,63405,0,0,0,15065,2202,2242,0,9/30/2010
1683,215356,26197,144266,2651,180919,0,0,0,21960,2354,4069,0,9/30/2010
1684,755430,42760,569639,10963,465168,0,2589,0,81584,19431,6230,0,9/30/2010
1685,316094,25280,236286,3672,224382,0,3312,0,38538,8110,5146,0,9/30/2010
1686,73281,11028,45548,798,27219,0,0,0,11517,1524,683,0,9/30/2010
1687,30714,7383,18437,333,23181,0,0,0,2862,815,203,0,9/30/2010
1688,738341,57775,552826,9089,390225,0,5245,0,54575,29218,2296,0,9/30/2010
1689,152592,27198,111082,1165,86901,0,49,0,13811,3926,452,0,9/30/2010
1690,93153,31809,47002,287,33485,0,0,0,13785,1729,-109,0,9/30/2010
1691,159556,36900,97928,1021,76210,0,168,0,20814,2894,929,0,9/30/2010
1692,17112,4051,8524,377,13815,0,0,0,2492,422,130,0,9/30/2010
1693,316442,77605,210705,4952,246459,0,117,0,27454,5537,2930,0,9/30/2010
1694,204961,63799,101274,3846,168635,0,1543,0,23276,4580,1166,0,9/30/2010
1695,95594,23701,60173,476,38677,0,0,0,9672,1796,227,0,9/30/2010
1696,186186,39126,118506,1875,107219,0,11,0,23071,3765,738,0,9/30/2010
1697,93007,28154,52179,741,70736,0,0,0,7372,1487,789,0,9/30/2010
1698,48547,7757,33798,451,33619,0,0,0,4987,828,705,0,9/30/2010
1699,259090,56276,141911,2355,199007,0,1262,310,20737,5248,1480,0,9/30/2010
1700,92645,7320,70650,3519,77189,0,12,0,9346,2308,-1525,0,9/30/2010
1701,23012,10918,9120,93,8723,0,0,0,2917,652,31,0,9/30/2010
1702,141486,58185,72444,1025,95423,0,150,0,10429,3270,1476,0,9/30/2010
1703,76530,24677,41895,550,46496,0,0,0,9209,1817,-34,0,9/30/2010
1704,114969,36162,61848,1980,60608,0,658,0,13750,1978,394,0,9/30/2010
1705,56521,16728,32873,782,41046,0,0,0,6318,1422,200,0,9/30/2010
1706,280477,53674,204904,748,108054,0,16,0,21114,4730,1750,0,9/30/2010
1707,191936,22789,115495,2173,119185,1671,530,0,18555,4032,590,0,9/30/2010
1708,57104,14439,34361,260,37926,0,0,0,6545,1431,940,0,9/30/2010
1709,25473,6074,15147,220,17993,0,33,0,2551,873,66,0,9/30/2010
1710,5992,2240,3133,37,1668,0,0,0,607,174,15,0,9/30/2010
1711,54951,8822,36896,334,29814,0,241,0,5450,1400,212,0,9/30/2010
1712,1024572,234104,627213,11161,642323,0,7360,0,95598,25461,5271,0,9/30/2010
1713,24210,6333,15235,116,10893,0,0,0,2572,512,338,0,9/30/2010
1714,441280,70267,286641,3731,320648,0,181,0,44893,9770,3174,0,9/30/2010
1715,227620,46533,148625,2146,103849,0,206,123,22635,3723,2057,0,9/30/2010
1716,381353,19511,254054,4562,239486,0,2083,0,39487,7636,3255,0,9/30/2010
1717,50791,22832,22540,344,36643,0,0,0,5294,1377,301,0,9/30/2010
1718,35463,8753,21284,478,20379,0,0,0,4454,875,160,0,9/30/2010
1719,339569,21332,248505,1561,176325,0,28,0,35939,5197,4473,0,9/30/2010
1720,91166,9182,65368,875,62547,0,22,0,11031,1905,87,0,9/30/2010
1721,2412070,195848,1732198,50322,1899424,0,112391,0,281757,65998,-27009,0,9/30/2010
1722,105057,28734,52615,490,58406,0,0,0,9434,2849,121,0,9/30/2010
1723,268218,64288,155086,3696,231127,0,787,0,30956,6622,3475,0,9/30/2010
1724,50978,18256,24611,265,24184,0,0,0,6936,1691,248,0,9/30/2010
1725,59436,16988,36758,790,42658,0,951,0,5405,2075,-1087,0,9/30/2010
1726,149437,50498,70706,638,41345,0,0,0,26564,2782,611,0,9/30/2010
1727,69212,35355,26241,146,32999,0,971,0,5821,1909,378,0,9/30/2010
1728,431864,92436,259114,3334,211365,0,95,0,42935,4549,4591,0,9/30/2010
1729,259063,59709,153956,1656,161718,0,0,0,24009,5266,2314,0,9/30/2010
1730,195978,70045,97727,1675,124771,0,38,0,24353,3802,504,0,9/30/2010
1731,204564,31860,143878,1747,141296,0,801,2,20345,3479,1835,0,9/30/2010
1732,168178,31420,112064,1073,95588,0,0,0,11684,2540,978,0,9/30/2010
1733,306616,103189,165983,1701,160545,0,0,0,28965,4617,2024,0,9/30/2010
1734,45549,10756,27802,298,18581,0,190,190,6744,1220,-7,0,9/30/2010
1735,149382,32356,80593,688,53514,0,44,0,14182,2554,2176,0,9/30/2010
1736,185346,40113,114009,2182,144888,0,1094,0,24667,3932,1404,0,9/30/2010
1737,110807,17755,67601,405,59699,0,0,0,10505,3244,512,0,9/30/2010
1738,499219,72878,340517,7238,433498,0,1311,0,51681,7232,8025,0,9/30/2010
1739,117739,19793,83281,1292,69750,0,2303,530,6430,2807,-1647,0,9/30/2010
1740,76844,18495,44540,1081,52334,0,0,0,13282,3063,-917,0,9/30/2010
1741,273028,22407,209270,1561,204741,0,533,0,33337,3400,5146,0,9/30/2010
1742,60489,17840,36632,76,9964,0,0,0,5692,1526,-424,0,9/30/2010
1743,295570,98124,156218,5278,230305,0,0,0,23463,11253,-4381,0,9/30/2010
1744,282023,76174,151748,2425,191912,0,681,0,23201,4930,2007,0,9/30/2010
1745,92728,34004,51502,1595,56681,0,238,0,7001,4310,-1172,0,9/30/2010
1746,44317,6154,15723,133,10281,0,0,0,22199,778,-341,0,9/30/2010
1747,102133,29315,56794,847,57447,0,0,0,14778,1684,651,0,9/30/2010
1748,76036,7995,60817,575,53475,0,2893,0,6104,2026,-200,0,9/30/2010
1749,172202,8179,143877,2180,133050,0,0,0,18831,3041,548,0,9/30/2010
1750,67017,32552,29188,346,30212,0,0,0,5102,1803,573,0,9/30/2010
1751,657888,202246,294918,8446,404872,0,86,764,112600,11759,4554,0,9/30/2010
1752,117753,17038,60295,892,86612,0,0,0,10608,2753,1212,0,9/30/2010
1753,116272,18007,77080,1336,45556,0,15,0,20050,1598,989,0,9/30/2010
1754,1459,38,0,0,0,0,0,0,1149,3335,177,0,9/30/2010
1755,39286,5300,28771,69,13308,0,0,0,4959,484,225,0,9/30/2010
1756,104447,26343,64363,1200,83472,0,220,0,12422,2462,1287,0,9/30/2010
1757,114210,23724,68349,1035,80806,0,0,0,14733,2022,1023,0,9/30/2010
1758,636591,82124,511209,19307,543074,0,19551,0,33247,9714,-22730,0,9/30/2010
1759,185901,36939,125290,1625,121335,0,0,0,21339,3750,1487,0,9/30/2010
1760,150172,30737,103530,1213,60633,0,0,0,14541,2971,578,0,9/30/2010
1761,151055,23308,108808,2361,119596,0,0,0,17352,2450,768,0,9/30/2010
1762,60547,12436,39742,1020,47099,0,0,0,7984,1269,-439,0,9/30/2010
1763,28253,11397,11870,320,13193,0,0,0,3903,548,306,0,9/30/2010
1764,70668,13823,42361,724,41115,0,72,0,7745,1256,646,0,9/30/2010
1765,55502,15035,34761,103,20075,0,0,0,5169,876,183,0,9/30/2010
1766,253346,72415,145004,5528,205961,0,0,0,15173,7719,-1259,0,9/30/2010
1767,84868,18018,56418,1227,63903,0,138,0,8305,2560,604,0,9/30/2010
1768,214578,75975,90955,2654,130508,0,1827,0,26384,4964,2502,0,9/30/2010
1769,492727,25452,392447,4897,375790,0,98,0,54540,8732,7181,0,9/30/2010
1770,46362,3095,38626,1017,39181,0,801,0,4432,1490,-235,0,9/30/2010
1771,22168,10863,7845,182,5540,0,0,0,3356,531,70,0,9/30/2010
1772,100921,29851,52690,807,54201,0,0,0,12340,2428,873,0,9/30/2010
1773,98312,4533,73285,102,6122,0,220,0,18939,422,1633,0,9/30/2010
1774,85530,14987,54766,776,47041,0,53,0,9012,1654,319,0,9/30/2010
1775,99846,24517,65134,3210,83648,0,0,0,8797,3220,-2539,0,9/30/2010
1776,355155,60335,255527,4528,274836,0,3205,796,37984,3825,3747,0,9/30/2010
1777,225485,55976,135415,2121,173540,0,1131,0,19833,4807,2619,0,9/30/2010
1778,36327,14404,18374,261,17681,0,336,0,3442,1050,273,0,9/30/2010
1779,78618,20608,42892,907,48274,0,549,0,8336,1820,186,0,9/30/2010
1780,296473,79457,148536,2465,168593,0,1151,0,32315,7743,2154,0,9/30/2010
1781,14181,3910,6258,202,10500,0,0,0,2313,274,236,0,9/30/2010
1782,74789,8463,50801,260,39029,0,26,0,6650,1308,310,0,9/30/2010
1783,111802,23766,65005,755,74054,0,0,0,10272,2362,519,0,9/30/2010
1784,108755,29674,67329,2860,66494,0,869,0,11199,2861,-1032,0,9/30/2010
1785,56754,11432,38746,428,47953,0,0,0,6113,878,412,0,9/30/2010
1786,243045,53028,140081,2474,155714,0,1937,0,22987,4953,1318,0,9/30/2010
1787,20036,0,0,0,0,0,0,0,15711,28449,947,0,9/30/2010
1788,23692,6898,15480,862,17702,0,482,0,1279,1195,-446,0,9/30/2010
1789,272115,63902,169837,2047,162195,0,0,0,28459,7425,1740,0,9/30/2010
1790,127455,11278,85559,1304,95431,0,1494,0,11356,2966,-2487,0,9/30/2010
1791,108674,49733,41242,610,59475,0,0,0,9822,1794,1506,0,9/30/2010
1792,57025,22003,27081,244,25532,0,0,0,7789,1242,315,0,9/30/2010
1793,27251,10313,12999,109,9771,0,0,0,3007,653,224,0,9/30/2010
1794,324807,32555,248746,2242,171525,0,0,0,31063,6786,5222,0,9/30/2010
1795,86988,16032,65138,2623,68046,0,0,0,3658,3201,-2227,0,9/30/2010
1796,118616,27639,65203,1164,82624,0,2044,0,12460,2911,644,0,9/30/2010
1797,71472,23178,40367,797,50381,0,323,0,7704,1869,548,0,9/30/2010
1798,650260,127418,366679,6308,438912,0,743,0,133747,12430,1491,0,9/30/2010
1799,85083,27802,46699,730,48809,534,0,0,9347,2308,705,0,9/30/2010
1800,480539,41766,365788,9272,364985,0,0,0,63682,11011,2373,0,9/30/2010
1801,63708,21557,32992,504,37032,0,0,0,7118,1755,404,0,9/30/2010
1802,56557,18188,25200,300,28232,0,0,0,10026,853,460,0,9/30/2010
1803,65943,18719,38831,610,41147,0,367,203,8007,1657,-16,0,9/30/2010
1804,761500,57996,565726,6079,601932,0,6642,0,128655,13734,10299,0,9/30/2010
1805,233482,16799,184867,2005,215793,0,40,0,31255,6435,3542,0,9/30/2010
1806,6403,0,0,0,0,0,0,0,4752,6548,380,0,9/30/2010
1807,154853,28305,110912,971,94274,0,161,324,12366,3359,619,0,9/30/2010
1808,143451,29360,94467,3532,92276,0,1397,289,10974,3401,-374,0,9/30/2010
1809,202438,28173,132153,1073,119386,0,35,0,21227,3720,601,0,9/30/2010
1810,47564,7850,32068,499,31271,0,35,0,4612,1251,143,0,9/30/2010
1811,72031,22833,39405,191,40577,0,10,0,9608,1189,547,0,9/30/2010
1812,35915,8488,18875,227,9673,0,54,0,4871,724,159,0,9/30/2010
1813,95874,18771,61069,582,70595,0,0,0,12393,1638,997,0,9/30/2010
1814,210782,32859,156359,2550,154341,0,470,0,20678,3368,1409,0,9/30/2010
1815,175486,31323,116968,1752,131879,0,1204,0,21425,3881,1402,0,9/30/2010
1816,1484903,185388,887115,10091,917682,0,637,0,117994,31131,13791,0,9/30/2010
1817,393053,25617,284771,2167,244946,0,0,0,32661,7395,4058,0,9/30/2010
1818,91804,15135,67863,794,53593,0,0,0,8595,1741,306,0,9/30/2010
1819,114757,17696,80671,543,54256,0,24,0,15498,2333,409,0,9/30/2010
1820,1441363,240333,959875,19162,1105657,0,11294,0,147289,27422,10488,0,9/30/2010
1821,970657,129518,727076,4389,522492,0,168,0,103434,15163,2033,0,9/30/2010
1822,264600,24398,206903,1502,154916,0,0,0,21617,5792,3338,0,9/30/2010
1823,29450,5306,19074,65,11518,0,178,95,3657,709,75,0,9/30/2010
1824,42414,7257,27705,0,0,0,0,0,7373,82,47,0,9/30/2010
1825,107984,23435,73008,392,64131,0,11,0,10910,1966,1160,0,9/30/2010
1826,119767,26900,77133,990,90121,0,0,0,12345,2684,843,0,9/30/2010
1827,283125,15157,204218,2305,146263,0,0,0,34956,4730,2455,0,9/30/2010
1828,73783,9692,54113,1879,52155,0,0,0,8950,3077,-1796,0,9/30/2010
1829,75264,14528,50506,789,64561,0,0,276,8181,1722,706,0,9/30/2010
1830,97360,16464,66927,612,45009,0,0,0,13379,1516,680,0,9/30/2010
1831,98734,19802,59585,887,74256,0,0,0,9890,1823,1188,0,9/30/2010
1832,82922,27853,39528,883,40568,0,13,0,7800,1710,982,0,9/30/2010
1833,147705,9869,121976,903,107101,0,0,0,9282,2366,780,0,9/30/2010
1834,72320,19240,44899,633,49176,0,0,0,7837,1068,728,0,9/30/2010
1835,155479,27338,105949,1357,113053,0,0,513,21489,3147,549,0,9/30/2010
1836,10822,142963,119212,,42890,10396,-1309,,,,,0,9/30/2010
1837,101653,39708,33335,315,40190,0,0,0,12117,1861,316,0,9/30/2010
1838,115845,14993,90624,3152,84821,0,2290,0,6790,3821,-1603,0,9/30/2010
1839,115553,21165,81443,820,74828,0,481,0,12241,2304,468,0,9/30/2010
1840,25309,5160,11538,372,12465,0,0,0,4626,771,93,0,9/30/2010
1841,151404,33585,91408,1320,98434,0,0,0,14229,3338,343,0,9/30/2010
1842,82236,33357,35032,560,48223,0,0,0,12807,2166,566,0,9/30/2010
1843,167513,14372,118144,2323,126970,0,0,0,12490,3310,343,0,9/30/2010
1844,48323,10462,31195,348,28160,0,37,0,4735,608,473,0,9/30/2010
1845,58489,33006,19328,614,24349,0,11,0,5613,2129,-311,0,9/30/2010
1846,387381,8407,308362,2420,318259,0,0,59,37985,9079,2867,0,9/30/2010
1847,37713,3597,24495,464,25619,0,0,0,6739,1490,55,0,9/30/2010
1848,81805,18039,48777,879,51301,0,0,0,10592,2324,555,0,9/30/2010
1849,321131,35290,255355,2355,141203,0,681,0,26339,6700,1072,0,9/30/2010
1850,281474,14560,226273,1050,100167,0,62,35,31314,5258,2877,0,9/30/2010
1851,76408,20672,48189,401,46071,0,0,0,6761,2286,186,0,9/30/2010
1852,404033,78736,259032,5344,272500,0,3237,0,33262,7173,225,0,9/30/2010
1853,49120,16368,27854,306,26102,0,44,0,3976,1089,32,0,9/30/2010
1854,309129,85185,171240,3395,173591,0,599,0,37391,5148,2606,0,9/30/2010
1855,120757,29600,73870,2735,113613,0,6179,0,8444,3601,-1060,0,9/30/2010
1856,165808,34380,109176,1688,114889,0,247,0,13880,3109,1122,0,9/30/2010
1857,402286,49260,248781,2185,281489,0,46,633,41586,8062,1699,0,9/30/2010
1858,18662,8478,6753,83,7679,0,0,0,2831,400,89,0,9/30/2010
1859,75995,9735,45698,534,30906,0,0,0,11011,1136,320,0,9/30/2010
1860,265638,61482,153821,2598,171154,0,1105,0,24738,4911,3073,0,9/30/2010
1861,103129,13745,72748,995,66193,0,39,0,14375,2418,442,0,9/30/2010
1862,53257,11924,33509,356,29843,0,0,0,5561,1267,-131,0,9/30/2010
1863,134404,29463,91948,1810,109801,0,196,0,11995,3170,56,0,9/30/2010
1864,117110,14914,80613,652,59401,0,208,0,16101,2125,733,0,9/30/2010
1865,352632,47925,261517,2702,183895,0,27,0,39370,9650,2386,0,9/30/2010
1866,107558,14491,63524,652,53969,0,1248,12,9413,1741,1171,0,9/30/2010
1867,313168,118645,146296,2367,113126,0,0,0,45139,5048,2380,0,9/30/2010
1868,53305,8602,37783,516,25458,0,0,0,4091,1090,36,0,9/30/2010
1869,152835,41416,89479,878,101513,0,0,0,18045,4761,650,0,9/30/2010
1870,322596,129907,161129,2090,134614,0,77,193,27862,8943,5282,0,9/30/2010
1871,42405,16044,22528,389,32790,0,0,0,3810,1712,206,0,9/30/2010
1872,160582,24131,100033,1777,119080,0,0,0,20750,3120,1105,0,9/30/2010
1873,153398,28836,93897,520,82840,0,0,0,21276,3127,500,0,9/30/2010
1874,116962,12532,80325,547,69585,0,307,547,12096,1813,-417,0,9/30/2010
1875,231022,20643,186907,5534,166852,0,4373,0,19561,6408,329,0,9/30/2010
1876,848528,119219,548908,4082,589528,0,605,0,105154,14282,5354,0,9/30/2010
1877,21930,6098,13559,316,15831,0,0,0,2209,429,305,0,9/30/2010
1878,17693,4729,9513,270,8996,0,0,0,3429,413,35,0,9/30/2010
1879,141651,48029,74486,1695,96681,0,1,0,17989,3571,472,0,9/30/2010
1880,150215,13546,124270,4713,127819,0,5913,1333,11845,3019,-251,0,9/30/2010
1881,189779,33380,127830,1671,111601,0,0,0,26292,3761,1723,0,9/30/2010
1882,707310,0,597392,19450,397443,0,1360,0,50719,1878,61340,0,9/30/2010
1883,1391673,107845,1098324,11245,764241,0,1734,1357,129966,32061,11206,0,9/30/2010
1884,147402,27120,96836,1830,111055,0,0,0,20107,3048,690,0,9/30/2010
1885,523008,53658,308591,7283,385699,0,2374,0,43840,17451,-2062,0,9/30/2010
1886,170738,40365,100113,2468,133805,0,691,0,15178,3980,2062,0,9/30/2010
1887,136586,64181,51355,1359,61975,0,176,0,16299,3795,576,0,9/30/2010
1888,66406,8521,51291,858,51421,0,3086,0,6435,2006,248,0,9/30/2010
1889,57075,14927,27667,1193,36303,0,0,0,8407,1643,-818,0,9/30/2010
1890,21235,2536,17000,225,18200,0,305,0,1554,1164,-627,0,9/30/2010
1891,113286,30129,50345,1114,77980,0,6,0,10669,3965,2040,0,9/30/2010
1892,31355,7816,20957,365,26079,0,0,0,2506,473,410,0,9/30/2010
1893,153865,10675,128095,525,53428,871,0,0,12968,3673,135,0,9/30/2010
1894,81678,15910,55196,249,60049,0,79,0,9809,1463,-143,0,9/30/2010
1895,61726,11536,43163,1255,40763,0,1012,0,4675,2700,-640,0,9/30/2010
1896,391796,104339,252518,3150,275347,0,64,0,33953,9392,4021,0,9/30/2010
1897,195845,30579,139464,772,76303,0,0,0,20661,4271,1013,0,9/30/2010
1898,14513,3045,9946,103,10546,0,0,0,1425,436,-8,0,9/30/2010
1899,281236,64188,184606,4468,192135,0,947,0,27262,6415,1365,0,9/30/2010
1900,322755,19239,225377,2762,215473,0,0,0,31677,6402,2605,0,9/30/2010
1901,65950,17093,42221,883,52425,0,2,0,6559,1277,523,0,9/30/2010
1902,105778,32913,52766,1428,75076,0,449,0,12287,1930,1456,0,9/30/2010
1903,989382,59159,810208,58180,707503,0,51189,0,10599,23510,-33484,0,9/30/2010
1904,29121,4576,18613,278,18596,0,13,0,3142,546,387,0,9/30/2010
1905,10047,3244,5278,83,5633,0,0,0,1123,192,92,0,9/30/2010
1906,58145,12866,39765,539,32004,0,0,0,5286,1037,471,0,9/30/2010
1907,644721,26901,450028,6959,518527,0,1531,0,59949,11705,4870,0,9/30/2010
1908,504380,30113,375640,3412,351474,0,416,0,63721,9787,2818,0,9/30/2010
1909,68853,31528,30018,889,37605,0,690,0,6988,2372,-168,0,9/30/2010
1910,195534,19808,109618,3579,156505,0,1252,0,65234,1463,3187,0,9/30/2010
1911,71318,6117,50316,941,56633,0,0,0,14516,1369,445,0,9/30/2010
1912,59002,16626,30121,268,32116,0,0,0,9742,1044,737,0,9/30/2010
1913,313678,79107,191269,3931,213595,0,981,0,31941,8465,1589,0,9/30/2010
1914,14386,5477,7736,128,8526,0,0,0,1142,481,127,0,9/30/2010
1915,47388,12638,27729,630,33318,0,122,0,2587,1215,-1089,0,9/30/2010
1916,68983,15331,47017,653,43901,0,31,0,6352,1622,576,0,9/30/2010
1917,28805,7348,18475,300,16773,0,0,0,2482,559,249,0,9/30/2010
1918,133605,22043,76121,730,51038,0,65,0,19016,2515,145,0,9/30/2010
1919,293084,57005,176880,1873,197321,0,4,0,37256,4595,3955,0,9/30/2010
1920,579248,37801,394314,5930,385029,0,291,0,60438,11861,3860,0,9/30/2010
1921,66460,11335,46107,857,36010,0,0,0,6794,1288,280,0,9/30/2010
1922,479330,229990,196494,3224,171665,0,104,0,50363,9457,3687,0,9/30/2010
1923,27949,6036,18993,232,14847,0,0,0,2860,742,-64,0,9/30/2010
1924,300758,45491,212514,6948,232718,0,3094,3225,35244,5907,1044,0,9/30/2010
1925,49778,12164,29020,533,27062,0,123,837,5080,876,-387,0,9/30/2010
1926,39975,5991,26127,213,14639,0,0,0,7134,707,270,0,9/30/2010
1927,52464,14876,30214,360,20125,0,0,0,6505,1800,431,0,9/30/2010
1928,102020,29506,63186,1576,79659,0,1164,0,8888,2171,213,0,9/30/2010
1929,132653,48820,67552,730,90684,0,539,0,10761,4465,-411,0,9/30/2010
1930,72423,26415,37077,780,34158,0,0,0,8632,2400,-440,0,9/30/2010
1931,341227,52725,249687,5486,240172,0,3965,10804,37548,7848,-68,0,9/30/2010
1932,449473,81672,283625,4265,284926,0,4515,0,40987,10780,1279,0,9/30/2010
1933,358290,98226,215235,2366,189344,0,0,0,29937,5930,1294,0,9/30/2010
1934,39263,9675,22549,665,17981,0,0,0,4849,1522,-699,0,9/30/2010
1935,469173,74825,270149,9769,340037,0,3632,0,50270,9661,1523,0,9/30/2010
1936,128608,38653,72456,1666,61645,0,319,0,13232,3310,303,0,9/30/2010
1937,207074,43469,131455,3291,163016,0,0,0,20670,3360,1585,0,9/30/2010
1938,114550,49923,41780,955,81098,0,757,0,11562,3440,471,0,9/30/2010
1939,852949,76157,666211,23491,629067,0,3552,0,74927,22937,-2893,0,9/30/2010
1940,306616,88324,173394,3384,196696,0,1948,0,43431,7670,2424,0,9/30/2010
1941,117932,22632,75501,1335,89706,0,908,0,10216,2119,241,0,9/30/2010
1942,31154,9919,18333,366,21697,0,419,104,2693,615,119,0,9/30/2010
1943,361054,59850,247571,4135,274380,0,441,0,32373,8568,4310,0,9/30/2010
1944,164725,35487,101182,720,72039,0,289,0,21800,2086,1916,0,9/30/2010
1945,178752,40570,86332,718,48569,0,10,974,26982,2087,2077,0,9/30/2010
1946,733974,86698,529296,7710,561868,0,4275,0,93575,10035,828,0,9/30/2010
1947,101479,8432,79073,935,76548,0,0,0,8273,1842,281,0,9/30/2010
1948,222376,47480,127285,3367,158022,0,0,0,18677,5578,2394,0,9/30/2010
1949,22756,8508,11740,277,16167,0,34,0,2470,601,456,0,9/30/2010
1950,176901,96009,56552,1652,113863,0,405,0,16577,8598,373,0,9/30/2010
1951,165149,13598,116237,1555,115454,0,0,0,26748,3074,993,0,9/30/2010
1952,82925,25031,50200,906,63104,0,1951,0,7376,3591,-514,0,9/30/2010
1953,123293,33083,71646,1021,55225,0,237,0,17214,2270,1063,0,9/30/2010
1954,78518,28340,40782,510,35379,0,13,0,9144,1187,655,0,9/30/2010
1955,288292,27885,222874,2392,187389,0,0,0,29974,9210,1958,0,9/30/2010
1956,220452,60451,111073,2882,107889,0,343,0,30539,5218,1153,0,9/30/2010
1957,91591,27707,45960,1173,66759,0,0,166,17546,1924,2249,0,9/30/2010
1958,136039,17616,83359,1297,115723,0,0,0,13455,2597,1545,0,9/30/2010
1959,286433,83002,125340,2283,158995,0,488,0,35501,4822,2362,0,9/30/2010
1960,266181,64468,164331,2215,186742,0,317,0,28943,5259,1236,0,9/30/2010
1961,81520,16308,45106,932,55681,0,0,0,7972,1793,90,0,9/30/2010
1962,359260,90736,232728,3355,228439,0,419,0,33503,7400,3362,0,9/30/2010
1963,812921,49873,557999,8474,597916,0,646,0,77180,15392,6935,0,9/30/2010
1964,93856,29415,50902,1065,58532,0,1115,0,10830,1784,346,0,9/30/2010
1965,239420,42586,138194,2124,113426,0,113,0,25095,3898,2343,0,9/30/2010
1966,8405,4530,2980,48,2814,0,0,0,812,235,1,0,9/30/2010
1967,347928,18852,310977,4271,230753,0,0,0,15717,9013,-2729,0,9/30/2010
